wikidata_id:ID(Coach),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,work_period_start,work_period_end
Q2332130,Joe Meriweather,Joe C. Meriweather,United States of America,Phenix City,English,male,26 October 1953,1975,1988
Q2332151,Randy Wittman,Randy Wittman,United States of America,Indianapolis,English,male,28 October 1959,1983,1992
Q2334056,Juan Dixon,Juan Dixon,United States of America,Baltimore,English,male,09 October 1978,2002,2011
Q2337476,Kevin Stacom,Kevin Stacom,United States of America,New York City,English,male,04 September 1951,1974,1982
Q2342369,Chucky Brown,Chucky Brown,United States of America,New York City,English,male,29 February 1968,1989,2002
Q2350303,Brad Davis,Brad Davis (basketball),United States of America,Rochester,English,male,17 December 1955,1977,1992
Q372408,Harvey Grant,Harvey Grant,United States of America,Augusta,English,male,04 July 1965,1988,1999
Q2331907,Chris Jent,Chris Jent,United States of America,Orange,English,male,11 January 1970,1992,2001
Q2332272,Bill Melchionni,Bill Melchionni,United States of America,Philadelphia,English,male,19 October 1944,1966,1976
Q2344013,Anthony Bonner,Anthony Bonner,United States of America,St. Louis,English,male,08 June 1968,1990,2006
Q2345383,Keith Booth,Keith Booth,United States of America,Baltimore,English,male,09 October 1974,1997,2000
Q2345237,Herb Williams,Herb Williams,United States of America,Columbus,English,male,16 February 1958,1981,1999
Q352110,George Gervin,George Gervin,United States of America,Detroit,English,male,27 April 1952,1972,1990
Q368561,Bob Pettit,Bob Pettit,United States of America,Baton Rouge,English,male,12 December 1932,1954,1965
Q372859,Adrian Dantley,Adrian Dantley,United States of America,"Washington, D.C.",English,male,28 February 1955,1976,1991
Q375767,Mitch Richmond,Mitch Richmond,United States of America,Fort Lauderdale,English,male,30 June 1965,1988,2002
Q2344573,Butch Lee,Butch Lee,Puerto Rico; United States of America,San Juan,English,male,05 December 1956,1975,1990
Q375600,Don Nelson,Don Nelson,United States of America,Muskegon,English,male,15 May 1940,1962,1976
Q2342812,Jerome Anderson,Jerome Anderson (basketball),United States of America,Mullens,English,male,09 October 1953,1975,1978
Q352093,Doc Rivers,Doc Rivers,United States of America,Chicago,English,male,13 October 1961,1983,1996
Q2342516,Michael Adams,Michael Adams (basketball),United States of America,Hartford,English,male,19 January 1963,1985,1996
Q3776411,Greg Grant,"Greg Grant (basketball, born 1966)",United States of America,Trenton,English,male,29 August 1966,1989,1998
Q3705847,Derek Smith,Derek Smith (basketball),United States of America,Hogansville,English,male,01 November 1961,1982,1991
Q3718844,Ed Fleming,Ed Fleming,United States of America,Pittsburgh,English,male,25 July 1933,1955,1964
Q3735456,Evers Burns,Evers Burns,United States of America,Baltimore,English,male,24 August 1971,1993,2000
Q3751911,Frank Radovich,Frank Radovich,United States of America,Hammond,English,male,03 March 1938,1961,1962
Q3791955,Dick Shrider,Dick Shrider,United States of America,Glenford,English,male,07 February 1923,,
Q3806958,Jan van Breda Kolff,Jan van Breda Kolff,United States of America,Palos Verdes Peninsula,English,male,16 December 1951,1974,1985
Q3693510,Corey Gaines,Corey Gaines,United States of America,Los Angeles,English,male,01 June 1965,1988,2004
Q3702839,Darrick Martin,Darrick Martin,United States of America,Denver,English,male,06 March 1971,1994,2009
Q3704260,Dean Garrett,Dean Garrett,United States of America,Los Angeles,English,male,27 November 1966,1989,2002
Q3706938,Dick Bunt,Dick Bunt,United States of America,Queens,English,male,13 July 1929,1952,1953
Q3718875,Ed Tapscott,Ed Tapscott,United States of America,"Washington, D.C.",English,male,11 June 1953,,
Q3718872,Ed Sherod,Edmund Sherod,United States of America,Richmond,English,male,13 September 1959,,
Q3704266,Dean Oliver,Dean Oliver (basketball),United States of America,Quincy,English,male,05 November 1978,2001,2011
Q3805566,Jack Cotton,Jack Cotton (basketball),United States of America,Miles City,English,male,15 October 1924,1948,1950
Q3702836,Darren Tillis,Darren Tillis,United States of America,Dallas,English,male,23 February 1960,1982,1995
Q3751848,Frank Kendrick,Frank Kendrick,United States of America,Indianapolis,English,male,11 September 1950,1974,1977
Q3723697,Elston Turner,Elston Turner,United States of America,Knoxville,English,male,10 June 1959,1981,1995
Q3687045,Conner Henry,Conner Henry,United States of America,Claremont,English,male,21 July 1963,1986,1998
Q3714604,Doug Overton,Doug Overton,United States of America,Philadelphia,English,male,03 August 1969,1991,2005
Q3718945,Eddie Mast,Eddie Mast,United States of America,Philadelphia,English,male,03 October 1948,1969,1981
Q3721229,Eldridge Recasner,Eldridge Recasner,United States of America,New Orleans,English,male,14 December 1967,1990,2002
Q3760865,Gerald Madkins,Gerald Madkins,United States of America,Merced,English,male,18 April 1969,1993,1998
Q3787269,Howie Jolliff,Howie Jolliff,United States of America,Canton,English,male,20 July 1938,1960,1963
Q3703034,David Henderson,David Henderson (basketball),United States of America,Henderson,English,male,21 July 1964,1986,1998
Q3701390,Dan Tieman,Dan Tieman,United States of America,Covington,English,male,30 November 1940,,
Q3706937,Dick Atha,Dick Atha,United States of America,Lafayette,English,male,21 September 1931,1955,1958
Q3759415,Gene Banks,Gene Banks,United States of America,Philadelphia,English,male,15 May 1959,1981,1993
Q3760568,George C. Lee,George Lee (basketball),United States of America,Highland Park,,male,23 November 1936,1960,1968
Q3772728,God Shammgod,God Shammgod,United States of America,New York City,English,male,29 April 1976,1997,2009
Q3783430,Harold Ellis,Harold Ellis (basketball),United States of America,Atlanta,English,male,07 October 1970,1992,2001
Q3760542,George Irvine,George Irvine (basketball),United States of America,Seattle,English,male,01 February 1948,1970,1976
Q3666689,Charlie Yelverton,Charlie Yelverton,United States of America,New York City,English,male,05 December 1948,,1987
Q3699432,Cuonzo Martin,Cuonzo Martin,United States of America,East St. Louis,English,male,23 September 1971,1995,1998
Q3703054,Dave Schellhase,Dave Schellhase,United States of America,Evansville,English,male,14 October 1944,1966,1968
Q3718838,Ed Conlin,Ed Conlin,United States of America,Brooklyn,English,male,02 September 1933,1955,1962
Q3702067,Tex Ritter,Tex Ritter (basketball),United States of America,Richmond,English,male,26 February 1924,,1951
Q3746815,Floyd Theard,Floyd Theard,United States of America,Chicago,English,male,05 September 1944,,
Q3807772,Jeff Bower,Jeff Bower (basketball),United States of America,Hollidaysburg,,male,26 April 1961,,
Q3784924,Henry Dickerson,Henry Dickerson,United States of America,Beckley,English,male,27 November 1951,,
Q3783515,Harry Miller,"Harry Miller (basketball, born 1923)",United States of America,Brooklyn,English,male,28 July 1923,,
Q3752612,Fred Carter,Fred Carter,United States of America,Philadelphia,English,male,14 February 1945,1969,1977
Q3666657,Charlie Criss,Charlie Criss,United States of America,Valhalla,English,male,1948; 06 November 1948,1977,1985
Q3679800,Claude English,Claude English,United States of America,Columbus,English,male,26 December 1946,1970,1971
Q3679814,Claude Overton,Claude Overton,United States of America,McAlester,English,male,16 December 1927,,
Q3680421,Clem Haskins,Clem Haskins,United States of America,Campbellsville,English,male,11 July 1943,1967,1976
Q3705499,Dennis Nutt,Dennis Nutt,United States of America,Little Rock,English,male,25 March 1963,1985,1991
Q3667274,Chet Aubuchon,Chet Aubuchon,United States of America,Gary,English,male,08 May 1916,1946,1947
Q3696461,Craig Neal,Craig Neal,United States of America,Muncie,English,male,16 February 1964,1988,1995
Q3760442,George Blaney,George Blaney,United States of America,Jersey City,English,male,12 December 1939,1961,1967
Q3760573,George Lehmann,George Lehmann,United States of America,Riverside Township,English,male,01 May 1942,1967,1974
Q3706951,Dick Holub,Dick Holub,United States of America,Racine,English,male,29 October 1921,1947,1952
Q3776426,Greg Lee,Greg Lee (basketball),United States of America,Reseda,,male,12 December 1951,,
Q3718833,Ed Biedenbach,Eddie Biedenbach,United States of America,Pittsburgh,English,male,12 August 1945,,
Q3801797,Ira Bowman,Ira Bowman,United States of America,Newark,English,male,11 June 1973,1996,2003
Q3805550,Jack Burmaster,Jack Burmaster,United States of America,Elgin,English,male,23 December 1926,1948,1950
Q3758474,Gary Brokaw,Gary Brokaw,United States of America,New Brunswick,English,male,11 January 1954,1974,1977
Q3758473,Gary Bradds,Gary Bradds,United States of America,Jamestown,English,male,26 July 1942,1964,1971
Q3759438,Gene Rhodes,Gene Rhodes,United States of America,Louisville,English,male,02 September 1927,1952,1953
Q3805653,Jack Smiley,Jack Smiley,United States of America,Waterman,English,male,22 December 1922,1947,1951
Q3805667,Jack Tingle,Jack Tingle,United States of America,Bedford,English,male,30 December 1924,1947,1949
Q3531294,Tommie Green,Tommie Green,United States of America,Baton Rouge,English,male,08 April 1956,,
Q3538607,Trevor Ruffin,Trevor Ruffin,United States of America,Buffalo,English,male,26 September 1970,,
Q3666602,Charles Thomas,"Charles Thomas (basketball, born 1969)",United States of America,Dayton,English,male,03 October 1969,1991,2006
Q2573187,Mark Madsen,Mark Madsen (basketball),United States of America,Walnut Creek,English,male,28 January 1976,2000,2009
Q3603094,Aaron Williams,Aaron Williams (basketball),United States of America,Evanston,English,male,02 October 1971,1993,2008
Q3414516,Quin Snyder,Quin Snyder,United States of America,Mercer Island,English,male,30 October 1966,,
Q3624026,Art Spector,Art Spector,United States of America,Philadelphia,English,male,17 October 1920,1946,1950
Q3637939,Ben Kelso,Ben Kelso,United States of America,Flint,English,male,11 April 1949,1973,1974
Q3640044,Billy Keller,Billy Keller,United States of America,Indianapolis,English,male,30 August 1947,1969,1976
Q3644461,Brian Heaney,Brian Heaney,United States of America,Queens,English,male,03 September 1946,,
Q3607477,Al Bianchi,Al Bianchi,United States of America,Long Island,English,male,26 March 1932,1956,1966
Q3531765,Tony Farmer,Tony Farmer,United States of America,Los Angeles,English,male,03 January 1970,,
Q3639987,Bill Ligon,Bill Ligon,United States of America,Nashville,English,male,29 May 1952,,
Q3607506,Al Hairston,Al Hairston,United States of America,Beckley,English,male,11 December 1945,,
Q2604182,Pétur Guðmundsson,P%C3%A9tur Gu%C3%B0mundsson (basketball),Iceland,Reykjavík,,male,30 October 1958,1980,1992
Q3640058,Billy Ray Bates,Billy Ray Bates,United States of America,Kosciusko,English,male,31 May 1956,,
Q3641311,Bob Lochmueller,Bob Lochmueller,United States of America,Elberfeld,English,male,05 June 1927,,
Q3641309,Bob Lavoy,Bob Lavoy,United States of America,Aurora,English,male,29 June 1926,1950,1954
Q2903260,Bill Jones,"Bill Jones (basketball, born 1966)",United States of America,Detroit,English,male,18 March 1966,1985,2001
Q2600870,Ed O'Bannon,Ed O%27Bannon,United States of America,Los Angeles,English,male,14 August 1972,1995,2004
Q2600980,Anthony Bowie,Anthony Bowie,United States of America,Tulsa,English,male,09 November 1963,,2002
Q2735161,David Wesley,David Wesley,United States of America,San Antonio,English,male,14 November 1970,1992,2007
Q2735542,Ira Newble,Ira Newble,United States of America,Southfield,English,male,20 January 1975,1997,2010
Q3641404,Bob Lewis,"Bobby Lewis (basketball, born 1945)",United States of America,"Washington, D.C.",English,male,20 March 1945,1967,1971
Q2658522,Paul Cloyd,Paul Cloyd,United States of America,Madison,English,male,13 June 1920,1947,1951
Q2723793,John Lucas III,John Lucas III,United States of America,"Washington, D.C.",English,male,21 November 1982,2005,2017
Q2733180,Don Chaney,Don Chaney,United States of America,Baton Rouge,English,male,22 March 1946,,1980
Q2840336,Mark Olberding,Mark Olberding,United States of America,Melrose,English,male,21 April 1956,1975,1987
Q2733760,Chris Ford,Chris Ford,United States of America,Atlantic City,,male,11 January 1949,1972,1982
Q3080241,Red Klotz,Red Klotz,United States of America,Philadelphia,English,male,21 October 1921,1942,1989
Q2964717,Chris Finch,Chris Finch (basketball),United States of America,Cambridge,English,male,11 June 1969,1993,1997
Q3333435,D. C. Wilcutt,D. C. Wilcutt,United States of America,Walker County,,male,25 March 1923,1948,1950
Q3640054,Billy McKinney,Billy McKinney (basketball),United States of America,Waukegan,English,male,05 June 1955,1978,1985
Q2734309,Keith Smart,Keith Smart,United States of America,Baton Rouge,English,male,21 September 1964,1988,1997
Q3457178,Duane Klueh,Duane Klueh,United States of America,Bottineau,English,male,06 January 1926,1949,1951
Q2573604,David Benoit,David Benoit (basketball),United States of America,Lafayette,English,male,09 May 1968,1990,2007
Q2589648,Steve Alford,Steve Alford,United States of America,Franklin,English,male,23 November 1964,1987,1991
Q3570801,Xavier Silas,Xavier Silas,United States of America,Austin,English,male,22 January 1988,2011,
Q3600320,A. J. Guyton,A. J. Guyton,United States of America,Peoria,,male,12 February 1978,2000,2010
Q3603091,Aaron Swinson,Aaron Swinson,United States of America,Brunswick,English,male,09 January 1971,1994,2003
Q3615441,Andre McCarter,Andre McCarter,United States of America,Philadelphia,English,male,25 July 1953,1976,1983
Q3637883,Belus Smawley,Belus Smawley,United States of America,Ellenboro,English,male,18 March 1918,,
Q2732920,Gundars Vētra,Gundars V%C4%93tra,Latvia,Ventspils,,male,22 May 1967,1984,2002
Q3534528,Warren Perkins,Warren Perkins,United States of America,New Orleans,English,male,02 February 1924,1949,1951
Q2569684,Luke Jackson,"Luke Jackson (basketball, born 1981)",United States of America,Eugene,English,male,06 November 1981,2004,2011
Q3607550,Al Skinner,Al Skinner,United States of America,Mount Vernon,English,male,16 June 1952,1974,1981
Q3546387,Tyson Wheeler,Tyson Wheeler,United States of America,New Britain,English,male,08 October 1975,1998,2008
Q3610467,Carlisle Towery,Carlisle Towery,United States of America,Kentucky,English,male,20 June 1920,1941,1950
Q3615422,Andrae Patterson,Andrae Patterson,United States of America,Riverside,English,male,12 November 1975,1998,2009
Q3635069,Barney Cable,Barney Cable,United States of America,Rochester,English,male,29 July 1935,1958,1967
Q3637933,Ben Handlogten,Ben Handlogten,United States of America,Grand Rapids,English,male,16 November 1973,1996,2006
Q2897012,Cory Carr,Cory Carr,Israel; United States of America,Fordyce,English,male,05 December 1975,1999,
Q2609359,Sean May,Sean May,United States of America,Chicago,English,male,04 April 1984,2005,2015
Q2615252,Don Buse,Don Buse,United States of America,Huntingburg,English,male,10 August 1950,1972,1985
Q3195758,Kevin McKenna,Kevin McKenna (basketball),United States of America,Saint Paul,English,male,08 January 1959,1981,1990
Q3299734,Nat Hickey,Nat Hickey,United States of America,Hoboken,English,male,30 January 1902,,1948
Q3603075,Aaron James,Aaron James (basketball),United States of America,New Orleans,English,male,05 October 1952,1974,1980
Q3023991,Derrick Rowland,Derrick Rowland,United States of America,Brookhaven,English,male,21 June 1959,1981,1992
Q3071971,Roy Rogers,Roy Rogers (basketball),United States of America,Linden,English,male,19 August 1973,1996,2004
Q3641347,Bob Thornton,Bob Thornton,United States of America,Los Angeles,English,male,10 July 1962,1984,1996
Q3607479,Al Brightman,Al Brightman,United States of America,Eureka,English,male,22 September 1923,1946,1948
Q3624252,Art Becker,Art Becker,United States of America,Akron,English,male,12 January 1942,1967,1973
Q3178740,Jim Boylen,Jim Boylen,United States of America,East Grand Rapids,English,male,18 April 1965,,
Q3339779,Nick Nurse,Nick Nurse,United States of America,Carroll,English,male,24 July 1967,,
Q3424767,Renaldo Major,Renaldo Major,United States of America,Chicago,English,male,07 May 1982,2004,
Q2734324,Stephen Graham,Stephen Graham (basketball),United States of America,Wilmington,English,male,11 June 1982,2005,2013
Q2603466,Quinn Buckner,Quinn Buckner,United States of America,Phoenix,English,male,20 August 1954,1976,1986
Q2625050,Terry Dischinger,Terry Dischinger,United States of America,Terre Haute,,male,21 November 1940,1962,1973
Q3559659,Johnny Egan,Johnny Egan (basketball),United States of America,Hartford,,male,31 January 1939,1961,1972
Q2638257,Tyus Edney,Tyus Edney,United States of America,Gardena,English,male,14 February 1973,1995,2010
Q2650732,Billy Reid,Billy Reid (basketball),United States of America,New York City,English,male,10 September 1957,1980,2000
Q3564981,Fred Lewis,"Fred Lewis (basketball, born 1921)",United States of America,Brooklyn,English,male,06 January 1921,1945,1952
Q2713164,Quincy Pondexter,Quincy Pondexter,United States of America,Fresno,English,male,10 March 1988,2010,
Q2723533,Jud Buechler,Jud Buechler,United States of America,San Diego,English,male,19 June 1968,1990,2002
Q3600322,A. J. Wynder,A. J. Wynder,United States of America,The Bronx,,male,11 September 1964,,
Q3619183,Antonio Anderson,Antonio Anderson,United States of America,Lynn,English,male,05 June 1985,2009,2013
Q3641241,Bo Ellis,Bo Ellis,United States of America,Chicago,English,male,08 August 1954,1977,1983
Q3641303,Bob Hopkins,Bob Hopkins,United States of America,Jonesboro,English,male,03 November 1934,1956,1962
Q3643499,Brad Wright,Brad Wright (basketball),United States of America,Hollywood,English,male,27 March 1962,1985,1995
Q3646793,Bulbs Ehlers,Bulbs Ehlers,United States of America,South Bend,English,male,10 March 1923,1947,1949
Q2575239,Alvin Gentry,Alvin Gentry,United States of America,Shelby,English,male,05 November 1954,,
Q2779315,Kevin Ollie,Kevin Ollie,United States of America,Dallas,English,male,27 December 1972,1995,2010
Q3641291,Bob Duffy,"Bob Duffy (basketball, born 1940)",United States of America,Cold Spring,English,male,26 September 1940,1962,1965
Q3607520,Al McGuire,Al McGuire,United States of America,Queens,English,male,07 September 1928,,
Q3607773,Alan Sawyer,Alan Sawyer,United States of America,San Pedro,English,male,01 January 1928,1950,1951
Q3615455,Andre Wakefield,Andre Wakefield,United States of America,Chicago,English,male,01 January 1955,1978,1979
Q3631310,Awvee Storey,Awvee Storey,United States of America,Chicago,English,male,18 April 1977,2002,2010
Q3641286,Bob Dille,Bob Dille,United States of America,Chesterton,English,male,02 July 1917,1940,1947
Q3641357,Bob Wilkerson,Bob Wilkerson,United States of America,Anderson,English,male,15 August 1954,1976,1983
Q2573224,Mike Wilks,Mike Wilks (basketball),United States of America,Milwaukee,English,male,07 May 1979,2001,2011
Q2717226,Neven Spahija,Neven Spahija,Croatia,Šibenik,,male,06 November 1962,,
Q2733498,Kurt Rambis,Kurt Rambis,United States of America,Cupertino,English,male,25 February 1958,1980,1995
Q3641418,Bobby Washington,Bobby Washington,United States of America,Lexington,English,male,11 July 1947,,
Q2924590,Brett Brown,Brett Brown,United States of America,Rockland,English,male,16 February 1961,,
Q3180160,Joe Prunty,Joe Prunty,United States of America,Sunnyvale,,male,12 February 1969,,
Q2732041,Dick McGuire,Dick McGuire,United States of America,Huntington,English,male,26 January 1926,1949,1960
Q2733201,Larry Siegfried,Larry Siegfried,United States of America,Shelby,English,male,22 May 1939,1961,1972
Q3195694,Kevin Eastman,Kevin Eastman (basketball),United States of America,New Brunswick,English,male,07 April 1955,,
Q2610277,Kevin O'Shea,Kevin O%27Shea (basketball),United States of America,San Francisco,English,male,10 July 1925,1950,1953
Q2939051,Carldell Johnson,Carldell Johnson,United States of America,New Orleans,English,male,28 January 1983,2006,
Q15737093,Jarrett Durham,Jarrett Durham,United States of America,Aliquippa,English,male,22 August 1949,,
Q4912879,Billy Lange,Billy Lange,United States of America,Haddon Heights,English,male,11 February 1972,,
Q4931791,Bob Bender,Bob Bender,United States of America,Quantico,English,male,28 April 1957,,
Q6184485,Jerry Steiner,Jerry Steiner,United States of America,Berne,English,male,07 January 1918,,
Q5228882,Dave Gunther,Dave Gunther,United States of America,Le Mars,English,male,22 July 1937,,
Q22005771,Bill Kennedy,Bill Kennedy (referee),United States of America,Phoenix,,male,10 November 1966,,
Q7363452,Ron Adams,Ron Adams,United States of America,Laton,English,male,18 November 1947,,
Q5318021,Dwayne Polee,Dwayne Polee,United States of America,Los Angeles,English,male,02 March 1963,1986,1991
Q13673375,Dan D'Antoni,Dan D%27Antoni,United States of America,Mullens,English,male,09 July 1947,,
Q16227040,Jim Eyen,Jim Eyen,,,,male,,,
Q5115492,Chuck Grigsby,Chuck Grigsby,United States of America,Dayton,English,male,15 August 1928,1954,1955
Q17183747,Ryan Saunders,Ryan Saunders,United States of America,Medina,English,male,28 April 1986,,
Q50975957,Red Rosan,Red Rosan,United States of America,South Philadelphia,,male,22 May 1911,1935,1945
Q7327914,Richard Morton,Richard Morton (basketball),United States of America,San Francisco,English,male,02 February 1966,,
Q5292227,Don Bielke,Don Bielke,United States of America,Saint Paul,English,male,1932,1955,1956
Q18151213,Joshua Longstaff,Josh Longstaff,United States of America,Portland,English,male,06 August 1982,,
Q7914062,Vance Walberg,Vance Walberg,United States of America,,English,male,09 July 1956,,
Q5397323,John Morrison,John Morrison (basketball),United States of America,Roselle Park,English,male,02 May 1945,,
Q19429398,Melvin Hunt,Melvin Hunt,United States of America,Tallulah,English,male,15 December 1969,,
Q17184075,Jamie Young,Jamie Young (basketball),,,,male,,,
Q6939389,Murray Mitchell,Murray Mitchell,United States of America,Huntsville,English,male,19 March 1923,,
Q6199952,Jimmy Darrow,Jimmy Darrow,United States of America,Akron,English,male,25 August 1937,,
Q6998620,Armand Cure,Armand Cure,United States of America,New Bedford,English,male,01 August 1919,1946,1947
Q17183185,Jama Mahlalela,Jama Mahlalela,,Eswatini,,male,1980,,
Q17183911,Duane Ticknor,Duane Ticknor,,,,male,,,
Q8992309,Chad Kammerer,Chad Kammerer,United States of America,Goshen,,male,28 September 1967,,
Q4977806,Bruce Kreutzer,Bruce Kreutzer,United States of America,,,male,1950,,
Q5066238,Chad Forcier,Chad Forcier,United States of America,,English,male,1973,,
Q5129951,Clay Moser,Clay Moser,United States of America,Dorchester,,male,10 November 1962,,
Q5233672,David Fizdale,David Fizdale,United States of America,Los Angeles,English,male,16 June 1974,,
Q35707505,Jean Prioleau,Jean Prioleau,United States of America,New York City,,male,30 March 1970,,
Q5293766,Don Zierden,Don Zierden,United States of America,Minneapolis,,male,,,
Q6921642,Earl Shannon,Earl Shannon,United States of America,Providence,English,male,23 November 1921,1946,1953
Q5040542,Carl McNulty,Carl McNulty,United States of America,Logansport,English,male,14 February 1930,,
Q6847779,Mike Malone,Michael Malone (basketball),United States of America,New York City,English,male,15 January 1971,,
Q13460814,Steve Clifford,Steve Clifford,United States of America,Island Falls,English,male,27 May 1961,,
Q22004418,Bruce Fraser,Bruce Fraser (basketball),United States of America,Long Beach,English,male,18 December 1964,,
Q5300318,Doug Bolstorff,Doug Bolstorff,United States of America,Austin,English,male,29 October 1931,1957,1958
Q60971,Armond Hill,Armond Hill,United States of America,Brooklyn,English,male,31 March 1953,1976,1984
Q17184019,John Welch,John Welch (basketball),United States of America,Portland,English,male,17 February 1963,,
Q52637467,Lisa Boyer,Lisa Boyer,United States of America,Ogdensburg,,female,,,
Q6849270,Mike Wilhelm,Mike Wilhelm (basketball),United States of America,,,male,06 September 2002,,
Q18223149,Mark Daigneault,Mark Daigneault,United States of America,Leominster,,male,1985,,
Q7308238,Reggie Hanson,Reggie Hanson,United States of America,Charlotte,English,male,06 October 1968,1991,2000
Q5481840,Francis Mahoney,Francis Mahoney (basketball),United States of America,Brooklyn,English,male,20 November 1927,,
Q33133736,Wes Unseld Jr.,Wes Unseld Jr.,United States of America,Catonsville,,male,20 September 1975,,
Q6768132,Mark Hughes,Mark Hughes (basketball),United States of America,,English,male,05 October 1966,,
Q7000617,Red Dehnert,Red Dehnert,United States of America,New York City,English,male,24 January 1924,1946,1949
Q7610525,Stephen Silas,Stephen Silas,United States of America,Boston,English,male,1973,,
Q16010498,Dave Quabius,Dave Quabius,United States of America,Milwaukee,English,male,16 March 1916,,
Q5315988,Norman Black,Norman Black,United States of America,Baltimore,English,male,12 November 1957,1979,1997
Q4931825,Bob Beyer,Bob Beyer,United States of America,Le Roy,,male,10 December 1961,,
Q17183276,Alex McKechnie,Alex McKechnie,,Glasgow,,male,1952,,
Q6999272,Bernie Harris,Bernie Harris (basketball),United States of America; Finland,Roanoke,English,male,26 November 1950,,
Q17183885,Mike Terpstra,Mike Terpstra,,,,male,1963,,
Q8992149,Moe Radovich,Moe Radovich,United States of America,Hot Springs County,English,male,05 May 1929,,
Q4954288,Brad Stevens,Brad Stevens,United States of America,Indianapolis,English,male,22 October 1976,,
Q16019753,"Murray Mendenhall, Jr.",Murray Mendenhall Jr.,United States of America,Fort Wayne,,male,22 October 1925,1948,1949
Q6386731,Kelvin Sampson,Kelvin Sampson,United States of America,Laurinburg,,male,05 October 1955,,
Q19615890,Dale Morey,Dale Morey,United States of America,Martinsville,English,male,01 December 1918,1946,1947
Q61675,Detlef Schrempf,Detlef Schrempf,Germany; United States of America,Leverkusen,English,male,21 January 1963,1985,2001
Q8345270,Chet McNabb,Chet McNabb,United States of America,,English,male,19 September 1920,,
Q17183064,Rex Kalamian,Rex Kalamian,,Los Angeles,,male,,,
Q5620638,Gus Doerner,Gus Doerner,United States of America,Evansville,English,male,27 February 1922,1942,1947
Q17183534,Lloyd Pierce,Lloyd Pierce,United States of America,San Jose,English,male,11 May 1976,1998,2002
Q6922982,Walker Russell,Walker Russell,United States of America,Pontiac,English,male,26 October 1960,1982,1988
Q4020225,Willie Williams,Willie Williams (basketball),United States of America,Miami,English,male,28 July 1946,,
Q3929794,Ralph Lewis,Ralph Lewis (basketball),United States of America,Philadelphia,English,male,28 March 1963,1985,1994
Q3827154,Larry Krystkowiak,Larry Krystkowiak,United States of America,Missoula,English,male,23 September 1964,1986,1998
Q3830948,Lester Conner,Lester Conner,United States of America,Memphis,English,male,17 September 1959,1982,1997
Q3852415,Maurice Baker,Maurice Baker,United States of America,Madison,English,male,28 July 1979,2002,2016
Q3900801,Pete Myers,Pete Myers,United States of America,Mobile,English,male,15 September 1963,1986,1999
Q3911157,Press Maravich,Press Maravich,United States of America,Aliquippa,English,male,29 August 1915,,
Q3931734,Reggie Williams,"Reggie Williams (basketball, born 1964)",United States of America,Baltimore,English,male,05 March 1964,1987,1997
Q3941231,Rory White,Rory White,United States of America,Tuskegee,English,male,16 August 1959,1982,1994
Q3968117,Stanley Stutz,Stanley Stutz,United States of America,Worcester,English,male,14 April 1920,1943,1949
Q3973381,Steve Patterson,Steve Patterson (basketball),United States of America,Riverside,English,male,24 June 1948,1971,1977
Q4772615,Anthony Grant,Anthony Grant (basketball),United States of America,Miami,English,male,15 April 1966,,
Q3992501,Tom Marshall,Tom Marshall (basketball),United States of America,Mt. Juliet,English,male,06 January 1931,1954,1959
Q4013035,Vincent Askew,Vincent Askew,United States of America,Memphis,English,male,28 February 1966,1987,1999
Q3837892,Lowes Moore,Lowes Moore,United States of America,Mount Vernon,English,male,05 May 1957,1980,1992
Q3849564,Mark Strickland,Mark Strickland,United States of America,Atlanta,English,male,14 July 1970,1992,2006
Q3887091,Othella Harrington,Othella Harrington,United States of America,Jackson,English,male,31 January 1974,1996,2010
Q3935002,Rick Brunson,Rick Brunson,United States of America,Syracuse,English,male,14 June 1972,1995,2006
Q3992472,Tom Garrick,Tom Garrick,United States of America,West Warwick,English,male,07 July 1966,1988,1998
Q4252863,Tommy O'Keefe,Tommy O%27Keefe,United States of America,Jersey City,English,male,16 July 1926,1950,1951
Q3960167,Sidney Green,Sidney Green (basketball),United States of America,Brooklyn,English,male,04 January 1961,1983,1993
Q3854066,Mel Gibson,Mel Gibson (basketball),United States of America,Rockingham,English,male,03 December 1940,1963,1964
Q3857362,Mike Bratz,Mike Bratz,United States of America,Lompoc,English,male,17 October 1955,1977,1986
Q3887746,Owen Wells,Owen Wells (basketball),United States of America,Providence,English,male,09 December 1950,1974,1985
Q3901333,Phil Lumpkin,Phil Lumpkin,United States of America,Dayton,English,male,20 December 1951,1974,1976
Q3930645,Ray Tolbert,Ray Tolbert,United States of America,Anderson,English,male,10 September 1958,1981,1994
Q3931725,Reggie Jordan,Reggie Jordan,United States of America,Chicago,English,male,26 January 1969,1991,2010
Q3992526,Tom Sluby,Tom Sluby,United States of America,"Washington, D.C.",English,male,18 February 1962,1984,1985
Q4022896,York Larese,York Larese,United States of America,New York City,English,male,18 July 1938,1961,1969
Q3938404,Robert Reid,Robert Reid (basketball),United States of America,Atlanta,,male,30 August 1955,1977,1992
Q17717,Oscar Robertson,Oscar Robertson,United States of America,Charlotte,English,male,24 November 1938,1960,1974
Q4013256,Vincenzo Esposito,Vincenzo Esposito,Italy,Caserta,,male,01 March 1969,1984,2014
Q4864784,Barry Stevens,Barry Stevens (basketball),United States of America,Flint,English,male,17 January 1963,1986,1994
