wikidata_id:ID(Player),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,height,mass,work_period_start,work_period_end,nickname,handedness,schools_attended
Q736815,Gary Neal,Gary Neal,United States of America,Baltimore,English,male,03 October 1984,193 centimetre,95 kilogram,2007,2019,,,Towson University; La Salle University; Aberdeen High School; Calvert Hall College High School
Q110888255,Blake Wesley,Blake Wesley (basketball),United States of America,South Bend,,male,16 March 2003,196 centimetre,,,,,,
Q3814458,Ken Austin,Ken Austin (basketball),United States of America,Los Angeles,English,male,15 July 1961,206 centimetre,93 kilogram,1983,1994,,,Rice University; Verbum Dei High School
Q110252034,Dereon Seabron,Dereon Seabron,United States of America,Norfolk,,male,26 May 2000,201 centimetre,,,,,,North Carolina State University
Q108435173,Shaedon Sharpe,Shaedon Sharpe,Canada,London,,male,30 May 2003,1.98 metre,,,,,,H. B. Beal Secondary School
Q2400019,Luke Harangody,Luke Harangody,United States of America,Decatur,English,male,02 January 1988,203 centimetre,114 kilogram; 113 kilogram,2010,,,,Andrean High School; University of Notre Dame
Q3814327,Keith Lee,Keith Lee (basketball),United States of America,West Memphis,English,male,28 December 1962,208 centimetre,215 pound,1985,,,,West Memphis High School; University of Memphis
Q14324339,Brandon Davies,Brandon Davies,Uganda; United States of America,Philadelphia,English,male,25 July 1991,208 centimetre,109 kilogram,2013,,,,Brigham Young University; Provo High School
Q14327036,Willie Reed,Willie Reed,United States of America,Kansas City,English,male,16 May 1990,208 centimetre,100 kilogram,2011,,,,Saint Louis University; Bishop Miege High School
Q3809921,Jonathan Gibson,Jonathan Gibson (basketball),United States of America,West Covina,English,male,08 November 1987,184 centimetre,93 kilogram,2010,,,,New Mexico State University
Q2401592,Henry Turner,Henry Turner (basketball),Turkey; United States of America,Oakland,English; Turkish,male,18 August 1966,201 centimetre,91 kilogram,1988,2002,,,"California State University, Fullerton; Fremont Federation of High Schools"
Q2412457,Mustafa Shakur,Mustafa Shakur,United States of America,Philadelphia,English,male,18 August 1984,191 centimetre; 193 centimetre,88 kilogram; 86 kilogram,2007,,,,Friends' Central School; University of Arizona; William Penn Charter School
Q3814340,Keith Smith,Keith Smith (basketball),United States of America,Flint,English,male,09 March 1964,191 centimetre,180 pound,,,,,Loyola Marymount University; West Covina High School
Q2385023,Steve Mix,Steve Mix,United States of America,Toledo,English,male,30 December 1947,201 centimetre,98 kilogram,1969,1983,,,Rogers High School; University of Toledo
Q2387113,Henry Bibby,Henry Bibby,United States of America,Franklinton,English,male,24 November 1949,185 centimetre,84 kilogram,1972,1981,,,"University of California, Los Angeles"
Q2398167,Britton Johnsen,Britton Johnsen,United States of America,Salt Lake City,English,male,08 July 1979,208 centimetre,95 kilogram,2003,2011,,,Murray High School; University of Utah
Q3810299,Josh Akognon,Josh Akognon,Nigeria; United States of America,Greenbrae,English,male,10 February 1986,180 centimetre,84 kilogram,2009,,,,Casa Grande High School; Washington State University
Q3814465,Ken Durrett,Ken Durrett,United States of America,Pittsburgh,English,male,08 December 1948,201 centimetre,190 pound,1971,1977,,,Schenley High School; La Salle University
Q2413455,Garrett Temple,Garrett Temple,United States of America,Baton Rouge,English,male,08 May 1986,198 centimetre,86 kilogram,2009,,,,Louisiana State University; Louisiana State University Laboratory School
Q2375557,Daniel Ewing,Daniel Ewing,United States of America,Milton,English,male,26 March 1983,190 centimetre,84 kilogram,2005,,,,Willowridge High School; Duke University
Q65039,Dion Waiters,Dion Waiters,United States of America,Philadelphia,English,male,10 December 1991,193 centimetre,98 kilogram; 215 pound,2012,,,,South Kent School; Life Center Academy; Syracuse University
Q2396423,Dwayne Jones,Dwayne Jones (basketball),United States of America,Morgantown,English,male,09 June 1983,211 centimetre,114 kilogram,2005,2017,,,Saint Joseph's University
Q735730,Eddie Jones,Eddie Jones (basketball),United States of America,Pompano Beach,English,male,20 October 1971,198 centimetre,86 kilogram,1994,2008,,,Blanche Ely High School; Temple University
Q3809932,Jonathan Kerner,Jonathan Kerner,United States of America,Atlanta,English,male,06 June 1974,211 centimetre,245 pound,1998,2005,,,St. Pius X Catholic High School; Florida State University
Q3810125,Jose Slaughter,Jose Slaughter,United States of America,Los Angeles,English,male,09 September 1960,196 centimetre,205 pound,1982,1992,,,University of Portland; Compton High School
Q3811603,Justin Williams,Justin Williams (basketball),United States of America,Chicago,English,male,12 May 1984,208 centimetre,102 kilogram,2006,,,,University of Wyoming; Thornwood High School
Q13641280,Vasilije Micić,Vasilije Mici%C4%87,Serbia,Kraljevo,,male,13 January 1994,195 centimetre,92 kilogram,2010,,,,
Q732470,Axel Hervelle,Axel Hervelle,Belgium,Liège,,male,12 May 1983,205 centimetre,110 kilogram,2000,,,,
Q739699,Alex English,Alex English,United States of America,Columbia,English,male,05 January 1954,201 centimetre,86 kilogram,1976,1992,,,University of South Carolina; Dreher High School
Q13605944,Ryan Kelly,Ryan Kelly (basketball),United States of America,Carmel,English,male,09 April 1991,211 centimetre,107 kilogram,2013,,,,Ravenscroft School; Duke University
Q2381035,Charles Davis,"Charles Davis (basketball, born 1958)",United States of America,Nashville,English,male,05 October 1958,201 centimetre,98 kilogram,1981,1990,,,McGavock Comprehensive High School; Vanderbilt University
Q2390225,Xavier Henry,Xavier Henry,United States of America,Ghent,English,male,15 March 1991,198 centimetre,100 kilogram,2010,2017,,,University of Kansas; Putnam City High School
Q2413046,Marcus Landry,Marcus Landry,United States of America,Milwaukee,English,male,01 November 1985,201 centimetre,104 kilogram,2009,,,,Harold S. Vincent High School; University of Wisconsin–Madison
Q727048,Dwayne Schintzius,Dwayne Schintzius,United States of America,Brandon,English,male,14 October 1968,216 centimetre,118 kilogram,1990,2003,,,Brandon High School; University of Florida
Q732350,Doug McDermott,Doug McDermott,United States of America,Grand Forks,English,male,03 January 1992,203 centimetre,102 kilogram,2014,,,,Ames High School; Creighton University
Q3810961,Juaquin Hawkins,Juaquin Hawkins,United States of America,Gardena,English,male,02 July 1973,201 centimetre,100 kilogram,1996,2013,,,"California State University, Long Beach; Lynwood High School"
Q3814329,Keith Owens,Keith Owens,United States of America,San Francisco,English,male,31 May 1969,201 centimetre,225 pound,1991,1994,,,"Birmingham High School; University of California, Los Angeles"
Q3814335,Keith Starr,Keith Starr,United States of America,Sewickley,English,male,14 March 1954,198 centimetre,190 pound,,,,,Quaker Valley High School; University of Pittsburgh
Q3814492,Ken Mayfield,Ken Mayfield,United States of America,Chicago,English,male,11 May 1948,188 centimetre,185 pound,,,,,Coffeyville Community College
Q3809737,Johnny Neumann,Johnny Neumann,United States of America,Memphis,English,male,11 September 1950,198 centimetre,200 pound,1971,1979,,,University of Mississippi; Overton High School
Q3809743,Johnny Payak,John Payak,United States of America,Toledo,English,male,20 November 1926,193 centimetre,79 kilogram,,,,,Bowling Green State University; Woodward High School
Q3809751,Johnny Simmons,John Simmons (baseball),United States of America,Birmingham,English,male,07 July 1924,185 centimetre,83 kilogram,,,,,New York University
Q3812598,Kalin Lucas,Kalin Lucas,United States of America,Detroit,English,male,24 May 1989,185 centimetre,195 pound,2011,,,,St. Mary's Preparatory; Michigan State University
Q3814339,Keith Tower,Keith Tower,United States of America,Libby,English,male,15 May 1970,211 centimetre,250 pound,1992,2002,,,University of Notre Dame
Q2407199,Sam Young,Sam Young (basketball),United States of America,"Washington, D.C.",English,male,01 June 1985,198 centimetre,100 kilogram,2009,,,,Friendly High School; University of Pittsburgh; Hargrave Military Academy
Q3814479,Ken Johnson,"Ken Johnson (basketball, born 1962)",United States of America,Tuskegee,English,male,07 November 1962,203 centimetre,240 pound,,,,,Michigan State University; University of Southern California
Q3811091,Julian Hammond,Julian Hammond,United States of America,Chicago,,male,27 May 1943,196 centimetre,93 kilogram,,,,,University of Tulsa
Q3811618,Justus Thigpen,Justus Thigpen,United States of America,Flint,English,male,13 August 1947,185 centimetre,160 pound,1970,1973,,,Flint Northern High School; Weber State University; Mott Community College
Q107369667,Bryce McGowens,Bryce McGowens,United States of America,Pendleton,,male,08 November 2002,2.01 metre,,,,,,
Q13605982,Solomon Hill,Solomon Hill (basketball),United States of America,Los Angeles,English,male,18 March 1991,201 centimetre,100 kilogram,2013,,,,University of Arizona; Fairfax High School
Q107565774,Amari Bailey,Amari Bailey,United States of America,New Orleans,,male,17 February 2004,,,,,,,
Q13860876,Cedi Osman,Cedi Osman,North Macedonia; Turkey,Ohrid,,male,08 April 1995,204 centimetre,98 kilogram,2011,,,,
Q732231,Ken Johnson,"Ken Johnson (basketball, born 1978)",United States of America,Detroit,English,male,01 February 1978,211 centimetre,109 kilogram,2001,2010,,,Ohio State University
Q725890,Larry Hughes,Larry Hughes,United States of America,St. Louis,English,male,23 January 1979,196 centimetre,83 kilogram,1998,2012,,,Saint Louis University; Christian Brothers College High School
Q720536,Smush Parker,Smush Parker,United States of America,New York City,English,male,01 June 1981,193 centimetre,86 kilogram,2002,2018,,,College of Southern Idaho; Newtown High School; Fordham University
Q3809659,John Tschogl,John Tschogl,United States of America,Chula Vista,English,male,25 April 1950,198 centimetre,93 kilogram,,,,,"University of California, Santa Barbara"
Q11457009,Yuki Togashi,Yuki Togashi,Japan,Shibata,,male,30 July 1993,167 centimetre,150 pound,2013,,,,Montrose Christian School
Q13605936,James Ennis,James Ennis III,United States of America,Ventura,English,male,01 July 1990,201 centimetre,95 kilogram,2013,,,,"Ventura High School; California State University, Long Beach"
Q2354921,Grady Lewis,Grady Lewis,United States of America,Boyd,English,male,25 March 1917,201 centimetre,98 kilogram,1939,1949,,,Southwestern Oklahoma State University; University of Oklahoma
Q2359221,Luke Zeller,Luke Zeller,Georgia; United States of America,Ames,English,male,04 April 1987,211 centimetre,111 kilogram,2009,2014,,,University of Notre Dame; Washington High School
Q2371045,Hank Lefkowitz,Hank Lefkowitz,United States of America,Cleveland,English,male,31 August 1923,188 centimetre,86 kilogram,1946,1947,,,Case Western Reserve University
Q3809657,John Tresvant,John Tresvant,United States of America,"Washington, D.C.",English,male,06 November 1939,201 centimetre,215 pound,1964,1973,,,Seattle University
Q2360278,Charles Jones,"Charles Jones (basketball, born 1962)",United States of America,Scooba,English,male,12 January 1962,203 centimetre,98 kilogram,1984,1991,,,University of Louisville
Q2362843,Robert Pack,Robert Pack (basketball),United States of America,New Orleans,English,male,03 February 1969,188 centimetre,82 kilogram,1991,2005,,,University of Southern California; Alfred Lawless High School; Tyler Junior College
Q2354968,Randy Holcomb,Randy Holcomb,Libya; United States of America,Chicago,English,male,08 August 1979,206 centimetre,102 kilogram,2002,2011,,,"California State University, Fresno; San Diego State University"
Q2357156,Will Blalock,Will Blalock,United States of America,Boston,English,male,08 September 1983,184 centimetre,93 kilogram,2006,2013,,,Notre Dame Preparatory School; Iowa State University; East Boston High School
Q2358885,Ashraf Amaya,Ashraf Amaya,United States of America,Oak Park,English,male,23 November 1971,203 centimetre,105 kilogram,1993,2004,,,Southern Illinois University Carbondale; Walther Christian Academy
Q2370513,Petey Rosenberg,Petey Rosenberg,United States of America,Philadelphia,English,male,17 April 1918,178 centimetre,75 kilogram,1938,1948,,,South Philadelphia High School; Saint Joseph's University
Q2371588,Bob Faught,Bob Faught,United States of America,Cleveland Heights,English,male,02 September 1921,196 centimetre,84 kilogram,1946,1947,,,University of Notre Dame; Cleveland Heights High School
Q10917065,Jim Lampley,Jim Lampley (basketball),United States of America,Harrisburg,English,male,02 July 1960,208 centimetre,230 pound,,,,,Passaic County Technical Institute; Vanderbilt University
Q13464007,Erik Murphy,Erik Murphy,United States of America; Finland,Lyon,English,male,26 October 1990,208 centimetre,104 kilogram,2013,,,,University of Florida
Q58590,Yao Ming,Yao Ming,People's Republic of China; United States of America,Shanghai,Chinese; Mandarin,male,12 September 1980,229 centimetre,140.6 kilogram,1997,2011,,,Shanghai Jiao Tong University; Shanghai No. 2 High School; Antai College of Economics and Management
Q48845,Jeffery Taylor,Jeffery Taylor,Sweden; United States of America,Norrköping,English,male,23 May 1989,201 centimetre,102 kilogram,2012,,,,Hobbs High School; Vanderbilt University
Q60478,DeAndre Jordan,DeAndre Jordan,United States of America,Houston,English,male,21 July 1988,211 centimetre,120 kilogram,2008,,,,Christian Life Center Academy; Texas A&M University; Episcopal High School
Q3809548,John Pinone,John Pinone,United States of America,Hartford,English,male,19 February 1961,203 centimetre,230 pound,1983,1993,,,Villanova University
Q3809733,Johnny Macknowski,Johnny Macknowski,United States of America,Russia,English,male,07 January 1923,183 centimetre,82 kilogram,1947,1951,,,Seton Hall University; Lincoln High School
Q719891,Jim Loscutoff,Jim Loscutoff,United States of America,San Francisco,English,male,04 February 1930,196 centimetre,100 kilogram,1955,1964,,,Palo Alto High School; University of Oregon
Q720821,Darrell Allums,Darrell Allums,United States of America,Los Angeles,English,male,12 September 1958,206 centimetre,100 kilogram,1980,1981,,,"Lynwood High School; University of California, Los Angeles"
Q2354822,Chris Dudley,Chris Dudley,United States of America,Stamford,English,male,22 February 1965,211 centimetre,107 kilogram,1987,2003,,,Pierson College; Greene Street Friends School; Torrey Pines High School; Timothy Dwight College; Yale University
Q13605901,Lorenzo Brown,Lorenzo Brown,Spain; United States of America,Rockford,English,male,26 August 1990,196 centimetre,189 pound,2013,,,,Centennial High School; North Carolina State University
Q10983515,Normie Glick,Normie Glick,United States of America,Los Angeles,English,male,10 November 1927,201 centimetre,86 kilogram,,,,,Loyola Marymount University
Q3809625,John Smith,"John Smith (basketball, born 1944)",United States of America,Columbus,English,male,24 May 1944,213 centimetre,235 pound,,1970,,,Colorado State University Pueblo
Q57596,Shawn Bradley,Shawn Bradley,Germany; United States of America,Landstuhl,English,male,22 March 1972,229 centimetre,275 pound,1993,2005,,,Brigham Young University
Q720679,Martell Webster,Martell Webster,United States of America,Edmonds,English,male,04 December 1986,201 centimetre,104 kilogram,2005,2015,,,Seattle Preparatory School
Q724581,Howard Eisley,Howard Eisley,United States of America,Detroit,English,male,04 December 1972,188 centimetre,80 kilogram,1994,2006,,,Southwestern High School; Boston College
Q59547,Thaddeus Young,Thaddeus Young,United States of America,New Orleans,English,male,21 June 1988,203 centimetre,99 kilogram,2007,,,,Georgia Tech; Mitchell High School
Q2355167,Jamal Sampson,Jamal Sampson,United States of America,Inglewood,English,male,15 May 1983,211 centimetre,107 kilogram,2002,2012,,,"Mater Dei High School; University of California, Berkeley"
Q2370493,Ned Endress,Ned Endress,United States of America,Akron,English,male,02 March 1918,188 centimetre,91 kilogram,1946,1947,,,University of Akron
Q721011,Shammond Williams,Shammond Williams,Georgia; United States of America,The Bronx,English,male,05 April 1975,185 centimetre,93 kilogram,1998,2011,,,University of North Carolina at Chapel Hill; Fork Union Military Academy
Q3809678,John Williams,"John Williams (basketball, born 1966)",United States of America,Los Angeles,English,male,26 October 1966,203 centimetre,235 pound,1986,2002,,,Crenshaw High School; Louisiana State University
Q3809579,John Roche,John Roche (basketball),United States of America,New York City,English,male,26 September 1949,191 centimetre,170 pound,1971,1981,,,University of South Carolina; Sturm College of Law; University of Denver
Q13605907,Grant Jerrett,Grant Jerrett,United States of America,La Verne,English,male,08 July 1993,208 centimetre,105 kilogram; 112 kilogram,2013,,,,University of Arizona; Lutheran High School
Q725886,Michael Batiste,Michael Batiste,United States of America,Long Beach,English,male,21 November 1977,204 centimetre,110 kilogram,2000,2014,,,Arizona State University; Long Beach City College
Q2355301,Marlon Maxey,Marlon Maxey,United States of America,Chicago,English,male,19 February 1969,203 centimetre,114 kilogram,1992,2001,,,Julian High School; University of Minnesota
Q2358787,Carl Meinhold,Carl Meinhold,United States of America,West Hazleton,English,male,29 March 1926,188 centimetre,84 kilogram,,1952,,,Long Island University
Q2360324,Caldwell Jones,Caldwell Jones,United States of America,McGehee,English,male,04 August 1950,211 centimetre,99 kilogram,1973,1990,,,Albany State University
Q2373397,Jarvis Varnado,Jarvis Varnado,United States of America,Brownsville,English,male,01 March 1988,206 centimetre,104 kilogram,2010,,,,Mississippi State University; Haywood High School
Q3809726,Johnny Horan,Johnny Horan,United States of America,Minneapolis,English,male,24 November 1932,203 centimetre,190 pound,1955,1956,,,Saint Thomas Academy; University of Dayton
Q60118,Danilo Gallinari,Danilo Gallinari,Italy,Sant'Angelo Lodigiano,,male,08 August 1988,209 centimetre,106 kilogram,2004,,,,
Q13460814,Steve Clifford,Steve Clifford,United States of America,Island Falls,English,male,27 May 1961,,,,,,,University of Maine; University of Maine at Farmington; North Country Union High School
Q10862660,Dennis Schröder,Dennis Schr%C3%B6der,Germany,Brunswick,,male,15 September 1993,186 centimetre; 185 centimetre,71 kilogram; 172 pound,2010,,,,
Q60971,Armond Hill,Armond Hill,United States of America,Brooklyn,English,male,31 March 1953,193 centimetre,190 pound,1976,1984,,,Bishop Ford Central Catholic High School; Princeton University
Q58335,Leandro Barbosa,Leandro Barbosa,Brazil,São Paulo,,male,28 November 1982,192 centimetre,91 kilogram,1999,,The Brazilian Blur,,
Q12650098,"Reuben ""Rube"" Lautenschlager",Rube Lautenschlager,United States of America,Wisconsin,English,male,07 September 1915,191 centimetre,190 pound,,,,,
Q11164823,Ray Radziszewski,Ray Radziszewski,United States of America,Jersey City,English,male,01 March 1935,196 centimetre,210 pound,,,,,Saint Joseph's University; James J. Ferris High School
Q48860,Darius Johnson-Odom,Darius Johnson-Odom,United States of America,Raleigh,English,male,28 September 1989,187 centimetre,98 kilogram,2012,,,,Marquette University; Wakefield High School; Hutchinson Community College
Q49030,Ish Smith,Ish Smith,United States of America,Charlotte,English,male,05 July 1988,183 centimetre,79 kilogram,2010,,,,Wake Forest University; Concord Academy; Central Cabarrus High School
Q2357845,Josh Grant,Josh Grant (basketball),United States of America,Salt Lake City,English,male,07 August 1967,206 centimetre,101 kilogram,1993,2002,,,East High School; University of Utah
Q720041,Gabe Pruitt,Gabe Pruitt,United States of America,Los Angeles,English,male,19 April 1986,193 centimetre,77 kilogram,2007,,,,Westchester Enriched Sciences Magnets; University of Southern California
Q2355201,Greg Foster,Greg Foster (basketball),United States of America,Oakland,English,male,03 October 1968,211 centimetre,109 kilogram,1990,2003,,,"University of California, Los Angeles; Skyline High School"
Q2359600,Todd Fuller,Todd Fuller,United States of America,Fayetteville,English,male,25 July 1974,211 centimetre,116 kilogram,1996,2006,,,Western Carolina University; National Art School; Charlotte Christian School; North Carolina State University
Q719836,K. C. Jones,K. C. Jones,United States of America,Taylor,English,male,25 May 1932,185 centimetre,91 kilogram,1958,1967,,,University of San Francisco
Q10843917,Ali Haidar,Ali Haidar (basketball),Canada,Lebanon,,male,20 July 1990,80 inch,,2013,,,,J.L. Forster Secondary School
Q3809703,John Austin,John Austin (basketball),United States of America,"Washington, D.C.",English,male,31 August 1944,183 centimetre,170 pound,1966,1969,,,DeMatha Catholic High School; Boston College
Q2358444,Priest Lauderdale,Priest Lauderdale,Bulgaria; United States of America,Chicago,English,male,31 August 1973,224 centimetre,150 kilogram,1995,2011,,,Carver Military Academy; Central State University
Q2371105,Art Hillhouse,Art Hillhouse,United States of America,Rutherford,English,male,12 June 1916,201 centimetre,100 kilogram,1943,1949,,,Rutherford High School
Q3809520,John Olive,John Olive,United States of America,Philadelphia,English,male,01 March 1955,201 centimetre,210 pound,,,,,Villanova University; Bishop Eustace Preparatory School
Q3809664,John Vallely,John Vallely,United States of America,Newport Beach,English,male,03 October 1948,190 centimetre,185 pound,1970,1975,,,"Corona del Mar High School; University of California, Los Angeles; Orange Coast College"
Q3809706,Johnny Baum,Johnny Baum,United States of America,Philadelphia,English,male,17 June 1946,196 centimetre,200 pound,1969,1978,,,West Philadelphia High School; Temple University
Q3809611,John Shasky,John Shasky,United States of America,Birmingham,English,male,31 July 1964,211 centimetre,235 pound,1986,1996,,,Brother Rice High School; University of Minnesota
Q3809636,John Stroeder,John Stroeder,United States of America,Bremerton,English,male,24 July 1958,208 centimetre,260 pound,1980,1991,,,Port Townsend High School; University of Montana
Q3809712,Johnny Cox,Johnny Cox,United States of America,Fleming-Neon,English,male,01 November 1936,193 centimetre,180 pound,1960,1963,,,Hazard High School; University of Kentucky
Q3809718,Johnny Ezersky,Johnny Ezersky,United States of America,Manhattan,English,male,21 March 1922,190 centimetre,175 pound,1946,1952,,,Power Memorial Academy; United States Army War College
Q12058834,Aaron Gordon,Aaron Gordon,United States of America,San Jose,English,male,16 September 1995,206 centimetre,220 pound,2014,,,,Archbishop Mitty High School; University of Arizona
Q722629,Gerald Green,Gerald Green,United States of America,Houston,English,male,26 January 1986,203 centimetre,91 kilogram,2005,,,,Leader's Academy High School for Business and Academic Success
Q13562909,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,United States of America,Thomaston,English,male,18 February 1993,198 centimetre,93 kilogram,2013,,,,Greenville High School; University of Georgia
Q723208,Johnny Moore,Johnny Moore (basketball),United States of America,Altoona,English,male,03 March 1958,185 centimetre,79 kilogram,1980,1992,,,University of Texas at Austin; Altoona Area High School
Q10877291,Danny Doyle,Danny Doyle (basketball),United States of America,Queens,English,male,06 February 1940,203 centimetre,200 pound,,,,,Belmont Abbey College
Q12912946,"Kenneth ""Ken"" Buehler",Ken Buehler,United States of America,Wisconsin,English,male,19 November 1919,188 centimetre,185 pound,,,,,Marquette University
Q61675,Detlef Schrempf,Detlef Schrempf,Germany; United States of America,Leverkusen,English,male,21 January 1963,206 centimetre,97 kilogram,1985,2001,,,Centralia High School; University of Washington
Q15290939,James Southerland,James Southerland,United States of America,Queens,English,male,28 April 1990,203 centimetre,215 pound; 98 kilogram,2013,,,,Notre Dame Preparatory School; Benjamin N. Cardozo High School; Syracuse University
Q3820599,Mark Baker,Mark Baker (basketball),United States of America,Dayton,English,male,11 November 1969,185 centimetre,175 pound,1992,2001,,,Ohio State University; Dunbar High School
Q742049,Larry Jones,Larry Jones (basketball),United States of America,Columbus,English,male,22 September 1942,188 centimetre,82 kilogram,1964,1974,,,University of Toledo; East High School
Q15222722,Mark Jones,"Mark Jones (basketball, born 1961)",United States of America,Rochester,English,male,10 April 1961,185 centimetre,175 pound,,,,,East High School; St. Bonaventure University
Q111022872,Malaki Branham,Malaki Branham,United States of America,Columbus,,male,12 May 2003,196 centimetre,,,,,,
Q14399923,Wang Zhelin,Wang Zhelin,People's Republic of China,Fuzhou,,male,20 January 1994,215 centimetre,106 kilogram,2012,,,,
Q3815292,Kim Hughes,Kim Hughes (basketball),United States of America,Freeport,English,male,04 June 1952,211 centimetre,220 pound,1974,1989,,,University of Wisconsin–Madison
Q3814826,Kevin Lynch,Kevin Lynch (basketball),United States of America,Bloomington,English,male,24 December 1968,196 centimetre,88 kilogram,1991,2000,,,University of Minnesota; Bloomington Jefferson High School
Q3814856,Kevin Thompson,Kevin Thompson (basketball),United States of America,Winston-Salem,English,male,07 February 1971,211 centimetre,260 pound,1993,2008,,,Robert B. Glenn High School; North Carolina State University
Q3817448,Kurk Lee,Kurk Lee,United States of America,Baltimore,English,male,03 June 1967,190 centimetre,86 kilogram,1990,2002,,,Paul Laurence Dunbar High School; Western Kentucky University
Q2419972,James Anderson,James Anderson (basketball),United States of America,Junction City,English,male,25 March 1989,198 centimetre,98 kilogram,2010,,,,Oklahoma State University–Stillwater; Junction City High School
Q3814636,Kenny Natt,Kenny Natt,United States of America,Monroe,English,male,05 October 1958,190 centimetre,185 pound,1980,1989,,,Bastrop High School; University of Louisiana at Monroe
Q3814825,Kevin Kunnert,Kevin Kunnert,United States of America,Dubuque,English,male,11 November 1951,213 centimetre,230 pound,1973,1982,,,Wahlert Catholic High School; University of Iowa
Q3816491,Korleone Young,Korleone Young,United States of America,Wichita,English,male,31 December 1978,201 centimetre,213 pound,1998,2005,,,Hargrave Military Academy; Wichita East High School
Q3826506,Lamont Strothers,Lamont Strothers,United States of America,Nansemond County,English,male,10 May 1968,193 centimetre,86 kilogram,1991,2002,,,Christopher Newport University
Q2423256,Richard Hendrix,Richard Hendrix,United States of America; North Macedonia,Decatur,English,male,15 November 1986,205 centimetre,113 kilogram,2008,,,,Athens High School; University of Alabama
Q2429412,Kevin Seraphin,Kevin S%C3%A9raphin,France,Cayenne,,male,07 December 1989,205 centimetre,120 kilogram,2007,2020,,,
Q2415540,Dwight Jones,Dwight Jones (basketball),United States of America,Houston,English,male,27 February 1952,208 centimetre,95 kilogram,1973,1984,,,Wheatley High School; University of Houston
Q2419943,Ike Diogu,Ike Diogu,Nigeria; United States of America,Buffalo,English,male,11 September 1983,206 centimetre,116 kilogram,2005,,,,Garland High School; Arizona State University
Q2420023,Josh McRoberts,Josh McRoberts,United States of America,Indianapolis,English,male,28 February 1987,208 centimetre,109 kilogram,2007,,,,Carmel High School; Duke University
Q2445067,Earl Clark,Earl Clark,United States of America,Plainfield,English,male,17 January 1988,208 centimetre,102 kilogram,2009,,,,Rahway High School; University of Louisville
Q14901752,Sviatoslav Mykhailiuk,Sviatoslav Mykhailiuk,Ukraine,Cherkasy,,male,10 June 1997,203 centimetre,205 pound; 84 kilogram,2012,,,,University of Kansas
Q111936924,Jamal Cain,Jamal Cain,United States of America,Pontiac,,male,20 March 1999,198 centimetre,,,,,,Marquette University
Q3814827,Kevin Loder,Kevin Loder,United States of America,Cassopolis,English,male,15 March 1959,198 centimetre,205 pound,1981,1984,,,Ross Beatty Junior/Senior High School
Q739832,Francisco Elson,Francisco Elson,Kingdom of the Netherlands,Rotterdam,,male,28 February 1976,213 centimetre,106 kilogram,1999,2013,,,"University of California, Berkeley; Kilgore College"
Q15214945,Dewayne Dedmon,Dewayne Dedmon,United States of America,Lancaster,English,male,12 August 1989,213 centimetre,116 kilogram,2013,,,,University of Southern California; Antelope Valley College; Lancaster High School
Q2419803,Adrian Smith,Adrian Smith (basketball),United States of America,Farmington,English,male,05 October 1936,185 centimetre,82 kilogram,1961,1972,,,University of Kentucky; Northeast Mississippi Community College
Q14469440,Dante Exum,Dante Exum,Australia,Melbourne,,male,13 July 1995,198 centimetre,190 pound,2014,,,,Thomas Carr College; UC Senior Secondary College Lake Ginninderra
Q112625459,Dominick Barlow,Dominick Barlow,United States of America,Dumont,,male,26 May 2003,208 centimetre,,,,,,Dumont High School
Q2423042,Alexis Ajinça,Alexis Ajin%C3%A7a,France,Saint-Étienne,,male,06 May 1988,218 centimetre,113 kilogram,2006,,,,INSEP
Q2437570,Sherron Collins,Sherron Collins,United States of America,Chicago,English,male,18 March 1987,180 centimetre,93 kilogram,2010,2018,,,University of Kansas; Crane High School
Q3814529,Ken Wilburn,Ken Wilburn,United States of America,River Rouge,English,male,08 June 1944,198 centimetre,195 pound,1966,1979,,,Central State University
Q3814575,Kennard Winchester,Kennard Winchester,United States of America,Chestertown,English,male,03 September 1966,196 centimetre,210 pound,1989,1996,,,James Madison University; Averett University; Queen Anne's County High School
Q3814628,Kenny Gattison,Kenny Gattison,United States of America,Wilmington,English,male,23 May 1964,203 centimetre,102 kilogram,1986,1996,,,Old Dominion University; New Hanover High School
Q3827088,Lari Ketner,Lari Ketner,United States of America,Philadelphia,English,male,01 February 1977,206 centimetre,277 pound,,,,,Roman Catholic High School; University of Massachusetts Amherst
Q3827112,Laron Profit,Laron Profit,United States of America,Charleston,English,male,05 August 1977,196 centimetre,204 pound,1999,2010,,,University of Maryland; Caesar Rodney High School
Q112581331,Ryan Rollins,Ryan Rollins,United States of America,Detroit,,male,03 July 2002,1.93 metre,,,,,,
Q3814840,Kevin Pritchard,Kevin Pritchard,United States of America,Bloomington,English,male,18 July 1967,191 centimetre,180 pound,1990,1998,,,University of Kansas; Edison Preparatory School
Q3814633,Kenny Higgs,Kenny Higgs,United States of America,Owensboro,English,male,31 January 1955,183 centimetre,82 kilogram,,,,,Louisiana State University
Q15100952,Scotty Hopson,Scotty Hopson,United States of America,Hopkinsville,English,male,08 August 1989,201 centimetre,93 kilogram,2011,,,,"University Heights Academy; University of Tennessee, Knoxville"
