:START_ID(Player),:END_ID(Team),time
Q3637929,Q131371,
Q3640059,Q121783,
Q3640058,Q161345,
Q3641421,Q128109,
Q3641347,Q131364,
Q3641311,Q138089,
Q3641278,Q159893,
Q3641267,Q166105,
Q3641334,Q169165,
Q3644234,Q131364,
Q3647877,Q167253,
Q3641309,Q513372,
Q3661316,Q121783,
Q3676039,Q121783,
Q3681888,Q157376,
Q3687074,Q138089,
Q3680682,Q572134,
Q3699680,Q161345,
Q3699684,Q161345,
Q3701332,Q138089,
Q3702836,Q131371,
Q3703030,Q161345,
Q3705479,Q131364,
Q3713516,Q121783,
Q3703017,Q572134,
Q3693713,Q976396,
Q3713590,Q2928124,
Q23761524,Q121783,
Q5996768,Q159893,
Q6078481,Q161345,
Q6180570,Q138089,
Q19664817,Q131371,
Q10877291,Q169661,
Q19880297,Q138089,
Q19880865,Q121783,
Q6599115,Q166105,
Q6829140,Q138089,
Q20268371,Q180950,
Q24800366,Q161345,
Q29434467,Q159729,
Q7217967,Q572134,
Q16154592,Q128109,
Q20711278,Q161337,
Q20722749,Q164177,
Q7360485,Q169165,
Q7365917,Q166105,
Q16734287,Q169637,
Q30322415,Q138089,
Q3713631,Q132893,
Q3714270,Q169661,
Q3723697,Q132893,
Q3716817,Q572134,
Q3740253,Q138089,
Q3758539,Q157376,
Q3758529,Q164177,
Q3776396,Q131364,
Q3775761,Q169138,
Q3785128,Q131364,
Q3787733,Q121783,
Q21621551,Q163480,
Q3802151,Q159893,
Q3805661,Q159893,
Q3808316,Q121783,
Q3808332,Q132893,
Q3808380,Q159893,
Q3808385,Q166105,
Q3809291,Q162990,
Q3809410,Q162990,
Q3809548,Q159893,
Q3809579,Q164177,
Q3809733,Q166105,
Q3811288,Q131371,
Q3814479,Q128109,
Q3814216,Q138089,
Q3814827,Q166105,
Q3827132,Q128109,
Q17198659,Q169637,
Q3840564,Q162990,
Q3849471,Q162990,
Q3849470,Q170558,
Q3850383,Q169661,
Q3854066,Q121783,
Q3857449,Q131364,
Q3857389,Q138089,
Q3857363,Q159729,
Q3857362,Q164177,
Q3857416,Q976396,
Q3887301,Q169661,
Q3887746,Q161345,
Q3888429,Q157376,
Q3897750,Q131364,
Q3900792,Q131364,
Q3901333,Q167253,
Q3928933,Q164177,
Q3931728,Q166105,
Q3935035,Q157376,
Q3940962,Q128109,
Q3940978,Q169165,
Q3942308,Q159893,
Q3930645,Q572134,
Q3960167,Q128109,
Q3968108,Q169165,
Q3973339,Q128109,
Q3973346,Q169637,
Q3992526,Q132893,
Q3997161,Q131371,
Q3998036,Q121783,
Q4020214,Q169661,
Q4022896,Q169165,
Q17403499,Q170329,
Q4274333,Q169661,
Q8871685,Q976396,
Q4456405,Q131371,
Q17985025,Q131371,
Q13641280,Q138089,
Q4758911,Q162990,
Q4772101,Q162990,
Q18159213,Q128109,
Q5040542,Q121783,
Q18417248,Q162954,
Q5115076,Q121783,
Q5140477,Q163480,
Q18611047,Q162954,
Q5273105,Q138089,
Q5300318,Q169661,
Q5224559,Q2928124,
Q14431691,Q166105,
Q715947,Q170558,
Q729319,Q131371,
Q772141,Q169165,
Q775184,Q131371,
Q780130,Q131371,
Q782341,Q169661,
Q822531,Q572134,
Q896772,Q162990,
Q24178,Q138089,
Q25278,Q161337,
Q25369,Q163480,
Q46040,Q172339,
Q58335,Q159729,
Q59547,Q138089,
Q30517537,Q164177,
Q70386,Q138089,
Q115915,Q128109,
Q127561,Q159729,
Q150502,Q169165,
Q150327,Q976396,
Q177928,Q169637,
Q193108,Q159729,
Q201386,Q132880,
Q245222,Q128109,
Q295340,Q167253,
Q297221,Q165529,
Q297750,Q167253,
Q298496,Q170649,
Q301757,Q161345,
Q304473,Q159893,
Q311195,Q121783,
Q311735,Q128109,
Q311533,Q170649,
Q312648,Q159893,
Q313481,Q162954,
Q316161,Q159893,
Q316258,Q163480,
Q317021,Q162954,
Q318908,Q128109,
Q335762,Q161345,
Q317065,Q976396,
Q348032,Q157376,
Q348618,Q162990,
Q352093,Q159893,
Q357438,Q131364,
Q361178,Q169138,
Q362872,Q121783,
Q370779,Q159893,
Q370486,Q170558,
Q375230,Q166105,
Q375189,Q170329,
Q380802,Q131371,
Q380015,Q170558,
Q375525,Q572134,
Q384989,Q976396,
Q432091,Q131364,
Q443716,Q170329,
Q456374,Q132880,
Q456766,Q157376,
Q459463,Q132880,
Q459413,Q169661,
Q472044,Q169661,
Q472790,Q162954,
Q503448,Q170649,
Q510514,Q166105,
Q514117,Q121783,
Q514061,Q180950,
Q516201,Q131371,
Q516837,Q169138,
Q517675,Q159729,
Q521511,Q167253,
Q527780,Q169661,
Q530232,Q162990,
Q530162,Q170558,
Q532832,Q159729,
Q538032,Q166105,
Q542563,Q167253,
Q523714,Q976396,
Q553265,Q170649,
Q555355,Q164177,
Q558674,Q121783,
Q578407,Q159893,
Q555264,Q976396,
Q568302,Q572134,
Q583966,Q169661,
Q587071,Q162954,
Q601776,Q170329,
Q604638,Q169637,
Q592854,Q572134,
Q611560,Q161345,
Q618550,Q128109,
Q617829,Q159893,
Q644277,Q163480,
Q648542,Q131364,
Q651203,Q166105,
Q664243,Q132893,
Q663453,Q169165,
Q667302,Q131371,
Q672716,Q166105,
Q677332,Q162954,
Q897000,Q169165,
Q926071,Q128109,
Q930309,Q132893,
Q932879,Q164177,
Q942365,Q131371,
Q929320,Q572134,
Q960106,Q162954,
Q964593,Q138089,
Q965005,Q159729,
Q970093,Q121783,
Q968705,Q170329,
Q971463,Q161337,
Q973212,Q162990,
Q977972,Q159893,
Q979041,Q138089,
Q982612,Q166105,
Q1077184,Q572134,
Q1111021,Q159893,
Q1118847,Q161337,
Q1132676,Q131364,
Q1134258,Q169165,
Q1132130,Q572134,
Q1200001,Q162990,
Q1264436,Q165529,
Q1327649,Q170329,
Q1370925,Q132893,
Q1424170,Q162954,
Q1433254,Q166105,
Q1445762,Q131364,
Q1445827,Q170329,
Q1454479,Q169165,
Q1458393,Q138089,
Q1458225,Q161345,
Q1458282,Q159893,
Q1458294,Q161337,
Q1458276,Q166105,
Q1458368,Q167253,
Q1458359,Q170329,
Q1460197,Q131364,
Q1463735,Q131364,
Q1463557,Q169661,
Q1469693,Q121783,
Q1518156,Q128109,
Q1606354,Q162990,
Q1607746,Q157376,
Q1609507,Q121783,
Q1609451,Q164177,
Q1611310,Q131371,
Q1613358,Q170558,
Q1616796,Q138089,
Q1617152,Q167253,
Q1617237,Q166105,
Q1618637,Q131364,
Q1618667,Q169637,
Q1618940,Q172339,
Q1621779,Q166105,
Q1623202,Q132893,
Q1624888,Q169637,
Q1626464,Q166105,
Q1626548,Q169637,
Q1626605,Q169637,
Q1626914,Q169637,
Q1628752,Q169165,
Q1631729,Q132893,
Q1631719,Q169637,
Q1632239,Q167253,
Q1617225,Q976396,
Q1636269,Q976396,
Q1699578,Q121783,
Q1703620,Q132893,
Q1749594,Q170558,
Q1821176,Q169661,
Q1825983,Q170329,
Q1961245,Q169165,
Q2024753,Q161337,
Q2080886,Q170329,
Q2256077,Q138089,
Q2274527,Q169637,
Q2291591,Q132893,
Q2309146,Q131364,
Q2308814,Q159893,
Q2317014,Q169637,
Q2318756,Q131364,
Q2318219,Q159729,
Q2318811,Q169138,
Q2327206,Q128109,
Q2326937,Q157376,
Q2327143,Q163480,
Q2329242,Q162990,
Q2334168,Q121783,
Q2333670,Q159729,
Q2334700,Q166105,
Q2338179,Q128109,
Q2338212,Q167253,
Q2340309,Q131364,
Q2344627,Q138089,
Q2345237,Q170329,
Q2345652,Q170329,
Q2347268,Q131364,
Q2348512,Q132893,
Q2348836,Q159893,
Q2351215,Q157376,
Q2352300,Q169165,
Q2355301,Q170558,
Q2360324,Q138089,
Q2373397,Q169138,
Q2385023,Q169661,
Q2387113,Q131364,
Q2445101,Q157376,
Q2504840,Q162954,
Q2486077,Q976396,
Q2527681,Q163480,
Q2557166,Q162990,
Q2559254,Q162954,
Q2559146,Q167253,
Q2563023,Q157376,
Q2565189,Q164177,
Q2566101,Q169165,
Q2568914,Q170558,
Q2569322,Q170329,
Q2570452,Q572134,
Q2607807,Q132893,
Q2607516,Q164177,
Q2614593,Q157376,
Q2620601,Q169637,
Q2627265,Q167253,
Q2714829,Q128109,
Q2720240,Q121783,
Q2734353,Q132880,
Q2734309,Q157376,
Q2737206,Q170558,
Q2758197,Q138089,
Q2736901,Q976396,
Q2779117,Q131364,
Q2877891,Q169661,
Q2883322,Q157376,
Q2895454,Q162990,
Q3082919,Q159729,
Q3329078,Q131371,
Q3563535,Q157376,
Q3607482,Q131371,
Q3607494,Q164177,
Q3612910,Q170329,
Q3615455,Q164177,
Q3636205,Q138089,
Q3639957,Q131364,
Q3640054,Q164177,
Q3640004,Q169661,
Q3641340,Q157376,
Q3641354,Q159893,
Q3641353,Q159893,
Q3646333,Q157376,
Q3649982,Q159893,
Q3666408,Q159893,
Q3667762,Q159893,
Q3675579,Q157376,
Q3675506,Q162954,
Q3679107,Q131371,
Q3683287,Q164177,
Q3695980,Q121783,
Q3696461,Q167253,
Q3703376,Q138089,
Q3716814,Q157376,
Q3718833,Q121783,
Q3718509,Q157376,
Q3731510,Q161345,
Q3718950,Q572134,
Q3758473,Q169165,
Q3758474,Q169637,
Q3759053,Q159893,
Q3759438,Q513372,
Q3780056,Q131364,
Q3787273,Q157376,
Q3706945,Q2928124,
Q3807792,Q128109,
Q3808021,Q138089,
Q3807796,Q161345,
Q3807778,Q166105,
Q3809625,Q121783,
Q3808666,Q159893,
Q3809712,Q131364,
Q3808743,Q164177,
Q3808656,Q169637,
Q3809636,Q167253,
Q3809611,Q170649,
Q3811618,Q161345,
Q3814637,Q138089,
Q3814340,Q169637,
Q3814840,Q157376,
Q3827160,Q121783,
Q3827144,Q131364,
Q3826272,Q164177,
Q3830155,Q169165,
Q3844781,Q169661,
Q3852003,Q169138,
Q3856193,Q131364,
Q3856220,Q157376,
Q3856296,Q159729,
Q3856300,Q162990,
Q3806275,Q2928124,
Q5171327,Q169637,
Q5220000,Q166105,
Q18744792,Q159893,
Q10345591,Q170649,
Q19281949,Q169661,
Q5981921,Q131371,
Q6123268,Q138089,
Q24006239,Q162954,
Q19665350,Q161337,
Q15222722,Q131364,
Q19757483,Q172339,
Q6387703,Q162954,
Q28940965,Q138089,
Q6701616,Q138089,
Q11164823,Q157376,
Q6758454,Q131371,
Q6990938,Q138089,
Q29336,Q138089,
Q31683,Q169138,
Q42615,Q164177,
Q7051490,Q157376,
Q58590,Q161345,
Q61675,Q132893,
Q20440606,Q121783,
Q7287706,Q170329,
Q20676045,Q138089,
Q16226994,Q131364,
Q16227726,Q163480,
Q16235967,Q164177,
Q16239572,Q169661,
Q20710148,Q172339,
Q21063118,Q170649,
Q21066724,Q169661,
Q21294876,Q131371,
Q16887646,Q169138,
Q16935026,Q131371,
Q8021424,Q166105,
Q16983432,Q976396,
Q3857393,Q128109,
Q3857432,Q138089,
Q3859694,Q162990,
Q3859699,Q164177,
Q3876872,Q167253,
Q3898070,Q170649,
Q3898105,Q169661,
Q17282759,Q132880,
Q3930035,Q121783,
Q3931717,Q131364,
Q17302771,Q170558,
Q3935065,Q164177,
Q3938404,Q161345,
Q3938465,Q162954,
Q3939904,Q159893,
Q3940968,Q162954,
Q3929803,Q513372,
Q3952866,Q159729,
Q3968218,Q572134,
Q3992539,Q163480,
Q4010090,Q166105,
Q17386010,Q132893,
Q4018600,Q157376,
Q4019569,Q131364,
Q4019054,Q157376,
Q4019758,Q159893,
Q4020207,Q169661,
Q4109939,Q166105,
Q4120772,Q2928124,
Q4310190,Q159893,
Q4356733,Q131371,
Q4401182,Q159893,
Q4505416,Q138089,
Q9089681,Q161345,
Q13605901,Q170558,
Q4717362,Q164177,
Q4846393,Q131364,
Q94846,Q121783,
Q116254,Q159729,
Q121647,Q131371,
Q129408,Q169661,
Q132208,Q131371,
Q136816,Q138089,
Q137450,Q976396,
Q193020,Q159729,
Q193052,Q159893,
Q221341,Q132893,
Q242185,Q159893,
Q251725,Q169138,
Q268303,Q169165,
Q277780,Q166105,
Q278116,Q169661,
Q304349,Q161337,
Q311869,Q164177,
Q313499,Q167253,
Q316336,Q169637,
Q317527,Q159893,
Q22959105,Q159893,
Q318916,Q164177,
Q319313,Q159893,
Q321576,Q169661,
Q316580,Q572134,
Q354186,Q165529,
Q373938,Q157376,
Q374536,Q170329,
Q375600,Q169165,
Q380006,Q131371,
Q380541,Q161337,
Q384252,Q121783,
Q386656,Q169165,
Q386736,Q167253,
Q389975,Q167253,
Q390215,Q161345,
Q431329,Q162990,
Q440291,Q162990,
Q440332,Q170329,
Q441654,Q169165,
Q446513,Q128109,
Q455831,Q169661,
Q458539,Q132893,
Q460507,Q157376,
Q464358,Q170558,
Q470936,Q572134,
Q510074,Q170558,
Q512310,Q169165,
Q513403,Q138089,
Q520951,Q138089,
Q521943,Q169661,
Q524480,Q165529,
Q504336,Q976396,
Q533136,Q166105,
Q549048,Q169637,
Q553497,Q131364,
Q553482,Q169165,
Q553512,Q169165,
Q554582,Q161337,
Q555110,Q162954,
Q556674,Q138089,
Q560436,Q164177,
Q561862,Q138089,
Q536593,Q976396,
Q570415,Q132893,
Q578662,Q131364,
Q579859,Q159893,
Q593919,Q131364,
Q604855,Q128109,
Q616049,Q166105,
Q616402,Q164177,
Q596374,Q976396,
Q645067,Q170649,
Q646481,Q131364,
Q647157,Q157376,
Q650632,Q169138,
Q656676,Q131371,
Q665879,Q159729,
Q667741,Q161345,
Q672096,Q169138,
Q693834,Q157376,
Q716085,Q163480,
Q716093,Q172339,
Q717344,Q169138,
Q720041,Q131371,
Q732470,Q162954,
Q716485,Q976396,
Q743850,Q161345,
Q770894,Q166105,
Q775160,Q159893,
Q776019,Q169661,
Q781925,Q162990,
Q817876,Q131371,
Q866619,Q161337,
Q888056,Q169661,
Q890711,Q162990,
Q921340,Q165529,
Q922355,Q162954,
Q933804,Q159893,
Q935850,Q169661,
Q939309,Q131371,
Q957009,Q132880,
Q966899,Q170649,
Q971713,Q166105,
Q975034,Q128109,
Q975725,Q131371,
Q983245,Q165529,
Q1000791,Q159893,
Q1022508,Q170649,
Q1061776,Q169637,
Q1070836,Q138089,
Q1116123,Q167253,
Q1168929,Q166105,
Q1170408,Q169661,
Q1189516,Q161337,
Q1328504,Q167253,
Q1342300,Q131364,
Q1341440,Q162990,
Q1343292,Q132893,
Q1361081,Q132893,
Q1364223,Q167253,
Q1365645,Q169637,
Q1366501,Q170649,
Q332434,Q162954,
Q334470,Q162990,
Q14329138,Q180950,
Q14399923,Q165529,
Q5690886,Q164177,
Q5817565,Q166105,
Q19867365,Q131371,
Q19895687,Q164177,
Q19968768,Q138089,
Q6848154,Q132893,
Q6880950,Q180950,
Q20309874,Q163480,
Q15908942,Q170558,
Q7000040,Q169165,
Q29452685,Q172339,
Q7192274,Q138089,
Q7286570,Q170558,
Q16226929,Q161345,
Q7308203,Q976396,
Q16320595,Q128109,
Q8991893,Q131364,
Q13562909,Q169661,
Q1371485,Q162954,
Q1393162,Q121783,
Q1393433,Q169661,
Q1424134,Q162954,
Q1455079,Q166105,
Q1458344,Q132893,
Q1458307,Q164177,
Q1460162,Q157376,
Q1461043,Q157376,
Q1463651,Q169138,
Q1555321,Q169165,
Q1469046,Q2928124,
Q1607091,Q138089,
Q1609268,Q131364,
Q1608885,Q166105,
Q1614371,Q166105,
Q1615664,Q128109,
Q1617565,Q166105,
Q1617769,Q166105,
Q1618785,Q164177,
Q1618778,Q166105,
Q1619087,Q159893,
Q1620019,Q169165,
Q1622624,Q131364,
Q1621683,Q162954,
Q1625585,Q138089,
Q1624895,Q164177,
Q1627427,Q161337,
Q1630662,Q161345,
Q1632222,Q164177,
Q1634199,Q131364,
Q1635555,Q128109,
Q1634959,Q164177,
Q1652406,Q161345,
Q1756515,Q170649,
Q1747216,Q976396,
Q1835622,Q159893,
Q1869647,Q128109,
Q2062631,Q169165,
Q2162094,Q167253,
Q2247995,Q167253,
Q2273491,Q161337,
Q2319853,Q169165,
Q2322285,Q170649,
Q2324127,Q162954,
Q2326029,Q131364,
Q2326948,Q169165,
Q2328838,Q166105,
Q2328853,Q167253,
Q2330320,Q121783,
Q2331737,Q157376,
Q2332758,Q164177,
Q2333450,Q162990,
Q2337380,Q170329,
Q2342812,Q131371,
Q2342064,Q164177,
Q2342473,Q161337,
Q2343352,Q169637,
Q2346016,Q159893,
Q2348203,Q131364,
Q2350326,Q169661,
Q2348633,Q572134,
Q2375557,Q976396,
Q2407199,Q165529,
Q2407571,Q159729,
Q2423256,Q157376,
Q2450307,Q159893,
Q2463660,Q121783,
Q2469598,Q167253,
Q2469672,Q169138,
Q2476169,Q159729,
Q2501262,Q128109,
Q2500189,Q170649,
Q2556060,Q131371,
Q2557042,Q162954,
Q2560840,Q128109,
Q2563094,Q159893,
Q2565521,Q128109,
Q2565803,Q166105,
Q2567162,Q132893,
Q2567550,Q138089,
Q2567039,Q164177,
Q2568302,Q138089,
Q2567386,Q169637,
Q2571293,Q121783,
Q2600980,Q161345,
Q2600870,Q572134,
Q2627006,Q166105,
Q2630914,Q131371,
Q2698438,Q138089,
Q2724800,Q161337,
Q2724864,Q165529,
Q2731961,Q162990,
Q2733760,Q169661,
Q2736149,Q131364,
Q2736410,Q170649,
Q2757717,Q164177,
Q2919016,Q159729,
Q2979358,Q157376,
Q3195758,Q121783,
Q4957612,Q159729,
Q5090064,Q121783,
Q5231758,Q132893,
Q5293380,Q157376,
Q5300636,Q169661,
Q5316107,Q166105,
Q5569077,Q170558,
Q3384094,Q157376,
Q3457178,Q131371,
Q3499332,Q131364,
Q3600320,Q128109,
Q3600316,Q169165,
Q3603075,Q170649,
Q3607508,Q138089,
Q3607495,Q159893,
Q3610640,Q131364,
Q3615441,Q166105,
Q3618544,Q159893,
Q3624653,Q159893,
Q3635259,Q138089,
Q3638844,Q161345,
Q3639989,Q170329,
Q3641317,Q131364,
Q3641240,Q166105,
Q3641268,Q169661,
Q3641403,Q169661,
Q3641389,Q170649,
Q3644497,Q131364,
Q3644479,Q162990,
Q3644482,Q170329,
Q3646336,Q138089,
Q3649985,Q159893,
Q3666682,Q132893,
Q3687045,Q161345,
Q3696468,Q159893,
Q3696389,Q169637,
Q3702067,Q131364,
Q3703047,Q166105,
Q3703034,Q169165,
Q3705484,Q169165,
Q3706968,Q131364,
Q3713656,Q131364,
Q3713483,Q161345,
Q3714604,Q169661,
Q3715644,Q169165,
Q3718855,Q121783,
Q3718945,Q131364,
Q3718866,Q159729,
Q3731496,Q170649,
Q3752661,Q164177,
Q3752612,Q169165,
Q3758434,Q169165,
Q3774167,Q159893,
Q3776415,Q164177,
Q3779875,Q161345,
Q3784240,Q131364,
Q3785129,Q159893,
Q3787269,Q121783,
Q3787378,Q159893,
Q3807779,Q132893,
Q3806638,Q172339,
Q3808315,Q128109,
Q3808381,Q138089,
Q3808040,Q169637,
Q3809414,Q128109,
Q3808693,Q157376,
Q3808359,Q169165,
Q3809678,Q169165,
Q3809726,Q169661,
Q3814529,Q138089,
Q3814465,Q166105,
Q3814628,Q164177,
Q3827088,Q128109,
Q3827112,Q161337,
Q3837904,Q128109,
Q3815292,Q976396,
Q3846699,Q162954,
Q3852000,Q157376,
Q3852258,Q169661,
Q3857455,Q166105,
Q3874522,Q157376,
Q3881892,Q121783,
Q3887110,Q169637,
Q3898160,Q121783,
Q3898145,Q128109,
Q3901329,Q161345,
Q3843718,Q2928124,
Q3940996,Q157376,
Q3946370,Q128109,
Q3946372,Q157376,
Q3953576,Q132893,
Q3962930,Q131364,
Q3992487,Q159893,
Q4013029,Q131364,
Q4018603,Q131364,
Q4017995,Q157376,
Q4019746,Q121783,
Q4020208,Q121783,
Q4401198,Q157376,
Q4786689,Q180950,
