:START_ID(Player),:END_ID(Team),start_time,end_time,sport_number,position
Q7182291,Q131371,,,,
Q7182291,Q138089,,,,
Q7182291,Q164177,,,,
Q7272263,Q157376,,,,
Q5920488,Q159893,1995,1996,,
Q3874249,Q132880,,,,
Q3874249,Q159729,,,,
Q3874249,Q164177,,,,
Q3874249,Q167253,,,,
Q3874249,Q169661,,,,
Q3878428,Q131371,,,,
Q3878428,Q162954,,,,
Q3880868,Q159893,,,,
Q3880868,Q166105,,,,
Q3880868,Q169661,,,,
Q3881889,Q170329,,,,
Q3898129,Q138089,,,,
Q3898129,Q157376,,,,
Q3900808,Q162954,,,,
Q3909035,Q138089,,,,
Q3930613,Q128109,,,,
Q3929794,Q163480,,,,
Q3929794,Q169661,,,,
Q3929794,Q172339,,,,
Q3930619,Q157376,,,,
Q3942010,Q167253,,,,
Q3942010,Q169661,,,,
Q3942304,Q170329,,,,
Q3953558,Q172339,,,,
Q3942304,Q572134,,,,
Q3934735,Q976396,,,,
Q3973341,Q131371,,,,
Q3983054,Q157376,,,,
Q3983054,Q169138,,,,
Q3983054,Q170558,,,,
Q3984825,Q121783,,,,
Q3984812,Q138089,,,,
Q3984825,Q157376,,,,
Q3984812,Q159893,,,,
Q3984825,Q161345,,,,
Q3984812,Q162990,,,,
Q3984827,Q169661,,,,
Q3984825,Q169661,,,,
Q3984812,Q170649,,,,
Q3990634,Q131371,,,,
Q3991192,Q131364,,,,
Q3990634,Q161345,,,,
Q3992165,Q131371,,,,
Q3992165,Q157376,,,,
Q3992165,Q161337,,,,
Q3992165,Q162954,,,,
Q3972809,Q976396,,,,
Q3993260,Q572134,,,,
Q4017829,Q128109,,,,
Q4017829,Q132893,,,,
Q4017850,Q157376,,,,
Q4017858,Q167253,,,,
Q4018592,Q162954,,,,
Q4018592,Q170329,,,,
Q4020220,Q128109,,,,
Q4020220,Q162990,,,,
Q4020456,Q157376,,,,
Q4020220,Q167253,,,,
Q4020456,Q161345,,,,
Q4020456,Q162954,,,,
Q4020220,Q170329,,,,
Q4020456,Q170558,,,,
Q3931445,Q3360254,,,,
Q3934735,Q3307390,,,,
Q4017829,Q976396,,,,
Q4020456,Q976396,,,,
Q4018609,Q3128787,,,,
Q4120804,Q513372,,,,
Q3935052,Q157376,1977,1978,,
Q6968743,Q169637,2013,2015,,
Q4274132,Q131371,,,,
Q4274128,Q157376,,,,
Q4401184,Q159729,,,,
Q4667056,Q132893,,,,
Q4667056,Q180950,,,,
Q4783869,Q166105,,,,
Q4892340,Q166105,,,,
Q5115492,Q131364,,,,
Q5258221,Q169661,,,,
Q5292227,Q169661,,,,
Q5316144,Q128109,,,,
Q5816623,Q121783,1971,1971,,
Q5480389,Q128109,,,,
Q5487769,Q131371,,,,
Q5487769,Q157376,,,,
Q6139707,Q157376,,,,
Q6163126,Q163480,,,,
Q6175280,Q170649,,,,
Q6175280,Q172339,,,,
Q387141,Q166105,1952,1954,,
Q387141,Q159893,1954,1956,,
Q387141,Q159893,1957,1958,,
Q387141,Q159893,1956,1957,,
Q493115,Q169661,2012,06 February 2020,,
Q387141,Q138089,1966,1968,,
Q388134,Q128109,1966,1976,,
Q387141,Q169661,1966,1966,,
Q470698,Q169637,2016,2018,,
Q387141,Q161345,1969,1971,,
Q387141,Q162954,1971,1974,,
Q388134,Q170649,1985,1988,,
Q493115,Q121783,30 March 2021,,,
Q505336,Q121783,1961,1962,,
Q387141,Q157376,1963,1966,,
Q470698,Q164177,2015,2016,,
Q387141,Q2928124,1951,1952,,
Q372389,Q169138,,,,
Q373964,Q161345,,,,
Q376230,Q162954,,,,
Q386995,Q128109,,,,
Q386513,Q157376,,,,
Q386513,Q169138,,,,
Q386995,Q161345,,,,
Q386995,Q163480,,,,
Q386995,Q166105,,,,
Q386995,Q170329,,,,
Q386995,Q170558,,,,
Q386995,Q172339,,,,
Q427720,Q132893,,,,
Q427720,Q167253,,,,
Q427720,Q172339,,,,
Q433148,Q132893,,,,
Q433148,Q159893,,,,
Q433148,Q169138,,,,
Q433148,Q169165,,,,
Q433148,Q169661,,,,
Q433148,Q170558,,,,
Q440210,Q121783,,,,
Q440210,Q128109,,,,
Q440111,Q131364,,,,
Q440111,Q131371,,,,
Q440111,Q161345,,,,
Q440210,Q161337,,,,
Q440111,Q169637,,,,
Q427720,Q976396,,,,
Q456702,Q121783,,,,
Q456702,Q131371,,,,
Q456702,Q132893,,,,
Q455757,Q170329,,,,
Q455757,Q170649,,,,
Q456702,Q157376,,,,
Q456702,Q170329,,,,
Q460246,Q121783,,,,
Q460246,Q131371,,,,
Q460246,Q132893,,,,
Q460246,Q161337,,,,
Q460246,Q172339,,,,
Q461574,Q131364,,,,
Q461574,Q157376,,,,
Q461574,Q159893,,,,
Q461574,Q161337,,,,
Q461574,Q162954,,,,
Q461574,Q170329,,,,
Q440111,Q976396,,,,
Q456702,Q572134,,,,
Q471572,Q165529,,,,
Q472405,Q166105,,,,
Q493208,Q138089,,,,
Q493208,Q162954,,,,
Q493208,Q162990,,,,
Q493208,Q167253,,,,
Q505336,Q157376,,,,
Q509150,Q121783,,,,
Q509150,Q162990,,,,
Q509150,Q163480,,,,
Q509150,Q169637,,,,
Q509150,Q170558,,,,
Q511111,Q121783,,,,
Q511111,Q128109,,,,
Q511111,Q138089,,,,
Q511111,Q157376,,,,
Q511111,Q159893,,,,
Q511111,Q162954,,,,
Q511111,Q162990,,,,
Q511111,Q169637,,,,
Q511111,Q169661,,,,
Q511111,Q170558,,,,
Q511111,Q180950,,,,
Q519305,Q131371,,,,
Q518561,Q159893,,,,
Q519305,Q138089,,,,
Q518561,Q169637,,,,
Q518561,Q170329,,,,
Q493208,Q976396,,,,
Q519305,Q159893,,,,
Q520219,Q164177,,,,
Q511111,Q572134,,,,
Q470698,Q572134,2012,2015,,
Q388134,Q2928124,1965,1966,,
Q55277654,Q128109,,,,
Q19663167,Q166105,,,,
Q29044421,Q162990,2018,2022,,
Q19666135,Q2354728,,,,
Q55367789,Q163480,,,,
Q17038792,Q128109,14 October 2018,27 December 2018,,
Q24207142,Q132880,,,,
Q55386728,Q121783,,,,
Q13605982,Q169138,06 February 2020,,,
Q19865640,Q128109,,,,
Q19868265,Q159729,,,,
Q51120133,Q180950,,,,
Q55583972,Q170558,,,,
Q52456473,Q138089,02 July 2018,,5,
Q64562719,Q159893,,,,
Q20031584,Q131371,,,,
Q20031584,Q163480,,,,
Q51318989,Q169637,,,,
Q65476825,Q132893,August 2019,,,
Q64744025,Q132893,,,,
Q17038792,Q164177,23 June 2016,30 June 2018,,
Q60413246,Q169637,,,,
Q60413246,Q170558,,,,
Q29258636,Q572134,,,,
Q18129444,Q169138,2021,,,
Q40490,Q170558,,,,
Q23541220,Q132880,2016,2024,43,
Q56087018,Q180950,,,,
Q18644229,Q162954,2016,,,
Q20540520,Q138089,,,,
Q20540520,Q169138,,,,
Q14324339,Q138089,2013,2014,,
Q10345670,Q166105,2013,2015,,
Q16149753,Q167253,,,,
Q56253652,Q169661,,,,
Q20639748,Q138089,,,,
Q20639748,Q169661,,,,
Q7272263,Q121783,,,,
Q16216749,Q157376,,,,
Q16227284,Q161345,,,,
Q16227185,Q170558,,,,
Q16227648,Q161345,,,,
Q100876422,Q172339,,,,
Q16227185,Q572134,,,,
Q16227284,Q976396,,,,
Q7517251,Q166105,2015,2015,,
Q16622999,Q159893,,,,
Q16661017,Q167253,,,,
Q7789481,Q131364,,,,
Q10862660,Q159893,2013,2018,,
Q30122669,Q159729,,,,
Q7823209,Q976396,,,,
Q16841652,Q121783,,,,
Q14324339,Q572134,2014,2015,,
Q65476825,Q121783,09 July 2019,August 2019,,
Q8037275,Q159893,,,,
Q17183747,Q170558,,,,
Q14469440,Q170649,2014,2019,,
Q17285036,Q121783,,,,
Q17294972,Q131371,,,,
Q17294972,Q132893,,,,
Q17294965,Q180950,,,,
Q17302809,Q121783,,,,
Q17305725,Q132893,,,,
Q17038792,Q166105,24 September 2019,20 October 2019,,
Q26254277,Q138089,,,,
Q35172580,Q164177,,,,
Q8561655,Q131371,,,,
Q17513432,Q162954,,,,
Q17513432,Q170649,,,,
Q12058834,Q161337,2014,,,
Q22073886,Q169138,,,,
Q48869104,Q165529,,,,
Q13464007,Q128109,2013,2014,,
Q29044421,Q170649,2022,,,
Q8988855,Q131364,,,,
Q18044307,Q170329,,,,
Q13605944,Q121783,,,,
Q13605936,Q138089,,,,
Q13605936,Q165529,,,,
Q13605936,Q169138,,,,
Q13605982,Q170329,,,,
Q13605936,Q172339,,,,
Q18159179,Q169661,,,,
Q17038792,Q157376,24 September 2018,12 October 2018,,
Q22957491,Q166105,,,,
Q31887474,Q170558,,,,
Q22999836,Q121783,,,,
Q18564189,Q157376,,,,
Q63133148,Q163480,,,,
Q14327036,Q572134,,,,
Q10862660,Q121783,2020,,,
Q27919944,Q131364,2018,,,
Q18808321,Q2354728,,,,
Q32318040,Q131371,,,,
Q29318958,Q161337,2018,,,
Q10345670,Q165529,,,,
Q23887396,Q572134,,,,
Q19577264,Q165529,,,,
Q19577360,Q572134,,,,
Q116551,Q157376,2008,2010,,
Q116551,Q121783,2006,2008,,
Q116551,Q169165,2011,2012,,
Q352114,Q163480,2015,,,
Q314071,Q161345,2007,2012,,
Q40490,Q157376,,,,
Q40490,Q169661,,,,
Q42065,Q159729,,,,
Q48838,Q138089,,,,
Q40490,Q976396,,,,
Q185268,Q164177,2008,2013,,
Q185268,Q163480,2008,2008,,
Q142214,Q131371,1993,1997,,
Q185268,Q572134,2018,2019,,
Q369532,Q164177,2008,2011,,
Q369532,Q169138,2015,2021,,
Q364367,Q161345,2006,2007,,
Q185268,Q169637,2014,2015,,
Q116551,Q170558,2013,2014,,
Q316179,Q169165,1986,1988,,
Q352114,Q167253,2008,2011,,
Q352114,Q167253,2011,2015,,
Q185268,Q121783,2019,2021,,
Q116551,Q976396,2012,2013,,
Q316179,Q169637,1991,1993,,
Q314071,Q170329,2013,2015,,
Q116551,Q169138,2012,2012,,
Q203331,Q169637,2009,2010,,
Q316179,Q159729,1994,1995,,
Q314071,Q132880,2015,2016,,
Q71980,Q131364,,,,
Q71980,Q159729,,,,
Q71980,Q161345,,,,
Q179906,Q159729,,,,
Q179906,Q159893,,,,
Q179906,Q161345,,,,
Q179906,Q162954,,,,
Q179906,Q165529,,,,
Q179906,Q170649,,,,
Q179906,Q572134,,,,
Q202295,Q131364,,,,
Q202295,Q132880,,,,
Q202295,Q161345,,,,
Q222851,Q132893,,,,
Q278594,Q121783,,,,
Q278594,Q132893,,,,
Q278594,Q164177,,,,
Q278594,Q169138,,,,
Q289398,Q157376,,,,
Q289398,Q170329,,,,
Q295322,Q128109,,,,
Q295322,Q161345,,,,
Q295322,Q166105,,,,
Q306553,Q131371,,,,
Q306553,Q138089,,,,
Q306553,Q159729,,,,
Q306553,Q169138,,,,
Q309872,Q121783,,,,
Q309783,Q131371,,,,
Q309872,Q131371,,,,
Q314071,Q572134,2016,2017,,
Q309783,Q169661,,,,
Q309872,Q169138,,,,
Q309872,Q169637,,,,
Q316243,Q121783,,,,
Q316243,Q167253,,,,
Q309783,Q572134,,,,
Q316179,Q976396,,,,
Q352162,Q131371,,,,
Q352162,Q164177,,,,
Q360993,Q172339,,,,
Q366505,Q131364,,,,
Q366505,Q157376,,,,
Q367961,Q131364,,,,
Q367961,Q131371,,,,
Q367961,Q132893,,,,
Q367961,Q161337,,,,
Q367961,Q161345,,,,
Q367961,Q163480,,,,
Q367961,Q165529,,,,
Q372180,Q121783,,,,
Q372180,Q128109,,,,
Q372389,Q121783,,,,
Q371821,Q166105,,,,
Q372180,Q162990,,,,
Q372389,Q164177,,,,
Q352162,Q976396,,,,
Q367961,Q572134,,,,
Q360993,Q976396,,,,
Q372180,Q976396,,,,
Q185268,Q169165,2015,2016,,
Q280437,Q161337,2004,2006,,
Q314071,Q164177,2012,2013,,
Q213346,Q170649,1984,2003,,
Q116551,Q131364,2010,2011,,
Q316179,Q159893,1988,1991,,
Q185268,Q976396,2013,2014,,
Q203331,Q132880,2008,2009,,
Q337370,Q976396,2022,2023,,
Q71127,Q131371,1962,1977,,
Q580808,Q170329,1995,1999,,
Q555436,Q132880,2018,2019,,
Q555436,Q121783,2019,,,
Q645386,Q166105,23 February 2006,,,
Q580808,Q128109,1999,2003,,
Q609300,Q157376,12 July 2010,11 July 2012,,
Q580808,Q170558,2003,2005,,
Q520219,Q131364,,,,
Q520219,Q161337,,,,
Q520219,Q162990,,,,
Q520219,Q167253,,,,
Q520424,Q180950,,,,
Q524843,Q138089,,,,
Q533916,Q132880,,,,
Q533916,Q159893,,,,
Q533916,Q169661,,,,
Q533916,Q170329,,,,
Q541483,Q159729,,,,
Q541483,Q169165,,,,
Q554815,Q167253,,,,
Q555436,Q159729,,,,
Q555436,Q162990,,,,
Q573903,Q128109,,,,
Q573903,Q131364,,,,
Q573903,Q157376,,,,
Q573903,Q165529,,,,
Q581408,Q159893,,,,
Q588764,Q131364,,,,
Q588764,Q138089,,,,
Q588764,Q157376,,,,
Q588764,Q159729,,,,
Q588764,Q169637,,,,
Q598461,Q121783,,,,
Q598416,Q157376,,,,
Q598416,Q166105,,,,
Q598461,Q167253,,,,
Q598461,Q169661,,,,
Q600954,Q131364,,,,
Q601816,Q121783,,,,
Q600954,Q157376,,,,
Q600954,Q161345,,,,
Q600954,Q166105,,,,
Q600954,Q169138,,,,
Q600954,Q172339,,,,
Q601816,Q166105,,,,
Q601816,Q169637,,,,
Q608514,Q128109,,,,
Q608514,Q131364,,,,
Q608514,Q132880,,,,
Q608514,Q161345,,,,
Q609300,Q138089,,,,
Q608514,Q162990,,,,
Q609300,Q167253,,,,
Q609300,Q169138,,,,
Q614522,Q131371,,,,
Q608749,Q572134,,,,
Q628668,Q131371,,,,
Q628668,Q132893,,,,
Q628668,Q157376,,,,
Q628668,Q169138,,,,
Q628668,Q169637,,,,
Q628668,Q169661,,,,
Q640253,Q138089,,,,
Q640253,Q159729,,,,
Q640253,Q167253,,,,
Q640253,Q169165,,,,
Q640253,Q172339,,,,
Q645386,Q131371,,,,
Q647663,Q131371,,,,
Q647498,Q162954,,,,
Q647663,Q159729,,,,
Q647498,Q170329,,,,
Q647663,Q166105,,,,
Q647663,Q170329,,,,
Q657876,Q121783,,,,
Q657876,Q138089,,,,
Q657876,Q169637,,,,
Q671268,Q128109,,,,
Q671268,Q157376,,,,
Q671268,Q159729,,,,
Q671268,Q162990,,,,
Q671268,Q167253,,,,
Q647663,Q976396,,,,
Q682468,Q162990,,,,
Q682468,Q170329,,,,
Q657876,Q976396,,,,
Q671268,Q572134,,,,
Q703908,Q121783,,,,
Q703908,Q138089,,,,
Q703908,Q162954,,,,
Q705993,Q128109,,,,
Q705993,Q131364,,,,
Q705993,Q164177,,,,
Q710012,Q161345,,,,
Q710012,Q164177,,,,
Q710012,Q167253,,,,
Q714213,Q121783,,,,
Q716480,Q121783,,,,
Q716480,Q161345,,,,
Q703908,Q976396,,,,
Q977666,Q162954,2005,2005,,
Q936680,Q131371,1977,1978,,
Q975066,Q164177,1977,1988,,
Q936680,Q157376,1987,,,
Q936680,Q167253,1979,1982,,
Q719836,Q169165,1973,1976,,
Q927926,Q121783,2018,2018,,
Q927926,Q170558,2011,2013,,
Q719836,Q121783,1971,1972,,
Q927926,Q169138,2016,2017,,
Q719836,Q131371,1978,1988,,
Q927926,Q162990,2017,2017,,
Q936680,Q976396,1978,1979,,
Q975066,Q167253,,1991,,
Q936680,Q121783,1973,1977,,
Q927926,Q131364,2015,2016,,
Q727048,Q131371,,,,
Q727048,Q159729,,,,
Q727048,Q166105,,,,
Q727048,Q170329,,,,
Q732350,Q128109,,,,
Q740121,Q138089,,,,
Q740121,Q157376,,,,
Q740121,Q162990,,,,
Q727048,Q572134,,,,
Q740121,Q169138,,,,
Q740121,Q169637,,,,
Q742119,Q131364,,,,
Q742119,Q167253,,,,
Q745367,Q121783,,,,
Q745367,Q159893,,,,
Q745367,Q169661,,,,
Q746616,Q138089,,,,
Q749008,Q121783,,,,
Q749008,Q132893,,,,
Q749008,Q157376,,,,
Q727048,Q976396,,,,
Q763044,Q121783,,,,
Q763044,Q128109,,,,
Q763044,Q157376,,,,
Q763044,Q166105,,,,
Q767363,Q138089,,,,
Q767363,Q159729,,,,
Q767363,Q162990,,,,
Q767363,Q169661,,,,
Q767363,Q170649,,,,
Q776784,Q159729,,,,
Q862011,Q128109,,,,
Q862011,Q131364,,,,
Q864225,Q157376,,,,
Q975066,Q162954,1988,1991,,
Q917648,Q170329,,,,
Q926325,Q132893,,,,
Q926325,Q157376,,,,
Q926220,Q163480,,,,
Q926325,Q164177,,,,
Q939422,Q131364,,,,
Q939422,Q131371,,,,
Q939422,Q159893,,,,
Q939422,Q162954,,,,
Q939422,Q166105,,,,
Q939422,Q170558,,,,
Q940613,Q166105,,,,
Q941832,Q161345,,,,
Q941832,Q170558,,,,
Q943900,Q157376,,,,
Q943900,Q159893,,,,
Q948744,Q159729,,,,
Q948744,Q166105,,,,
Q948744,Q169165,,,,
Q948744,Q170649,,,,
Q948889,Q169165,,,,
Q950035,Q138089,,,,
Q950413,Q131364,,,,
Q950035,Q157376,,,,
Q950035,Q169138,,,,
Q950035,Q169661,,,,
Q950413,Q180950,,,,
Q939422,Q572134,,,,
Q955010,Q138089,,,,
Q954582,Q162990,,,,
Q954582,Q167253,,,,
Q955010,Q157376,,,,
Q955010,Q170558,,,,
Q955010,Q172339,,,,
Q948744,Q572134,,,,
Q955010,Q572134,,,,
Q971106,Q121783,,,,
Q971106,Q128109,,,,
Q971106,Q161345,,,,
Q971106,Q169637,,,,
Q971106,Q170329,,,,
Q971106,Q170649,,,,
Q973049,Q131371,,,,
Q973049,Q132893,,,,
Q954582,Q976396,,,,
Q973049,Q572134,,,,
Q976016,Q572134,,,,
Q971106,Q976396,,,,
Q927926,Q166105,2013,2015,,
Q1456909,Q128109,,,,
Q1456909,Q159893,,,,
Q1456909,Q161345,,,,
Q1463211,Q159893,,,,
Q1463211,Q164177,,,,
Q1463211,Q167253,,,,
Q1463211,Q169637,,,,
Q1442393,Q976396,,,,
Q1463211,Q572134,,,,
Q1424165,Q170649,1993,1996,,
Q1424165,Q159729,1999,2000,,
Q977666,Q157376,2004,2005,,
Q1459540,Q131371,1964,1966,,
Q1458331,Q166105,1990,1997,,
Q1424165,Q170558,1990,1993,,
Q979242,Q121783,,,,
Q979242,Q157376,,,,
Q979466,Q157376,,,,
Q979466,Q164177,,,,
Q1424165,Q157376,1996,1999,,
Q1055229,Q132893,,,,
Q1055229,Q976396,,,,
Q1093489,Q169165,,,,
Q1093489,Q169661,,,,
Q1125388,Q138089,,,,
Q1124553,Q169661,,,,
Q1125388,Q169637,,,,
Q1102109,Q976396,,,,
Q1134403,Q121783,,,,
Q1134403,Q166105,,,,
Q1134403,Q167253,,,,
Q1134403,Q169165,,,,
Q1134403,Q572134,,,,
Q1154068,Q162954,,,,
Q1154068,Q170329,,,,
Q1154068,Q170558,,,,
Q1158523,Q138089,,,,
Q1158523,Q159893,,,,
Q1158523,Q169661,,,,
Q1158523,Q170558,,,,
Q1158523,Q180950,,,,
Q1184381,Q132880,,,,
Q1184381,Q162990,,,,
Q1184381,Q163480,,,,
Q1184381,Q169637,,,,
Q1184381,Q172339,,,,
Q1193237,Q131371,,,,
Q1193237,Q157376,,,,
Q1193237,Q162990,,,,
Q1170430,Q976396,,,,
Q1200332,Q131364,,,,
Q1200332,Q163480,,,,
Q1124553,Q3360254,,,,
Q1424165,Q161337,,1996,,
Q1283890,Q159893,,,,
Q1283890,Q169661,,,,
Q1424165,Q131364,2000,2002,,
Q1364271,Q121783,,,,
Q1364271,Q131371,,,,
Q1364271,Q157376,,,,
Q1367824,Q128109,,,,
Q1367824,Q159893,,,,
Q1367824,Q162990,,,,
Q1367824,Q163480,,,,
Q1367824,Q169637,,,,
Q1367824,Q169661,,,,
Q1367824,Q170329,,,,
Q1372226,Q121783,,,,
Q1371033,Q159729,,,,
Q1371033,Q162990,,,,
Q1372226,Q138089,,,,
Q1372226,Q164177,,,,
Q1373712,Q121783,,,,
Q1372226,Q169637,,,,
Q1373712,Q167253,,,,
Q1364271,Q572134,,,,
Q1382444,Q132893,,,,
Q1382444,Q161337,,,,
Q1382444,Q162954,,,,
Q1373712,Q572134,,,,
Q1419688,Q167253,,,,
Q1419688,Q169661,,,,
Q1394224,Q976396,,,,
Q1424475,Q132893,,,,
Q1424475,Q157376,,,,
Q1424475,Q161337,,,,
Q1424475,Q162954,,,,
Q1424475,Q162990,,,,
Q1424475,Q169138,,,,
Q1424475,Q169637,,,,
Q1432596,Q121783,,,,
Q1432596,Q128109,,,,
Q1432596,Q138089,,,,
Q1432596,Q162954,,,,
Q1432596,Q169637,,,,
Q1432596,Q169661,,,,
Q1424475,Q572134,,,,
Q1442393,Q121783,,,,
Q1432596,Q572134,,,,
Q1448496,Q131371,,,,
Q1463696,Q131371,,,,
Q1463696,Q169138,,,,
Q1463696,Q169637,,,,
Q1464679,Q169637,,,,
Q1468968,Q128109,,,,
Q1469735,Q131371,,,,
Q1469735,Q132880,,,,
Q1468968,Q159893,,,,
Q1468968,Q170649,,,,
Q1469707,Q157376,,,,
Q1469735,Q159729,,,,
Q1469707,Q161345,,,,
Q1469707,Q162954,,,,
Q1469735,Q162954,,,,
Q1469735,Q162990,,,,
Q1469707,Q164177,,,,
Q1469735,Q163480,,,,
Q1476337,Q132893,,,,
Q1469707,Q572134,,,,
Q1469735,Q572134,,,,
Q1463671,Q976396,,,,
Q1463696,Q3307390,,,,
Q1606773,Q159893,,,,
Q1607997,Q131371,,,,
Q1606773,Q169661,,,,
Q1606869,Q169661,,,,
Q1607272,Q166105,,,,
Q1612746,Q169138,,,,
Q1617143,Q121783,,,,
Q1616737,Q159893,,,,
Q1616737,Q161337,,,,
Q1616737,Q162990,,,,
Q1616737,Q165529,,,,
Q1616737,Q167253,,,,
Q1616737,Q170329,,,,
Q1617143,Q159729,,,,
Q1617143,Q159893,,,,
Q1617143,Q164177,,,,
Q1617934,Q161345,,,,
Q1617777,Q169661,,,,
Q1617934,Q169637,,,,
Q1619696,Q128109,,,,
Q1618709,Q161337,,,,
Q1619538,Q138089,,,,
Q1618709,Q169165,,,,
Q1618709,Q170558,,,,
Q1619538,Q159893,,,,
Q1619538,Q161337,,,,
Q1619696,Q157376,,,,
Q1621763,Q132893,,,,
Q1621492,Q159893,,,,
Q1622399,Q138089,,,,
Q1621763,Q159729,,,,
Q1621763,Q162990,,,,
Q1622399,Q159729,,,,
Q1627407,Q132893,,,,
Q1628498,Q121783,,,,
Q1628310,Q131371,,,,
Q1627407,Q162990,,,,
Q1627407,Q164177,,,,
Q1628310,Q157376,,,,
Q1628192,Q164177,,,,
Q1628310,Q162954,,,,
Q1628192,Q170329,,,,
Q1628310,Q170649,,,,
Q1629769,Q128109,,,,
Q1628498,Q169637,,,,
Q1630233,Q128109,,,,
Q1630233,Q131364,,,,
Q1629769,Q162954,,,,
Q1629769,Q169661,,,,
Q1629769,Q170558,,,,
Q1630233,Q167253,,,,
Q1630233,Q169637,,,,
Q1634796,Q157376,,,,
Q1634796,Q163480,,,,
Q1621763,Q572134,,,,
Q1634796,Q172339,,,,
Q1617143,Q976396,,,,
Q1616819,Q2354728,,,,
Q1627358,Q2354728,,,,
Q1607305,Q3360254,,,,
Q1618709,Q3307390,,,,
Q1630233,Q3307390,,,,
Q1606362,Q132880,2001,2002,,
Q1618730,Q162990,1970,1979,,
Q1627788,Q162990,1998,1999,,
Q1627788,Q162990,1995,1997,,
Q1626992,Q161345,1972,1973,,
Q1626992,Q167253,1970,1972,,
Q1627788,Q164177,1994,1995,,
Q1606362,Q131371,1994,1996,,
Q1627788,Q138089,2000,2000,,
Q1606362,Q169661,1997,2001,,
Q1606362,Q132893,1996,1997,,
Q1626992,Q164177,1968,1970,,
Q1627788,Q132880,2000,2000,,
Q1606362,Q138089,,1997,,
Q1618730,Q976396,1979,1980,,
Q1627788,Q169138,1998,1998,,
Q2331753,Q169661,1983,1986,,
Q2331753,Q132880,1996,1997,,
Q1634796,Q138089,,,,
Q1635403,Q131371,,,,
Q1634796,Q169637,,,,
Q1635403,Q166105,,,,
Q1639726,Q121783,,,,
Q1639726,Q162954,,,,
Q1640979,Q131364,,,,
Q1640979,Q159893,,,,
Q1640979,Q166105,,,,
Q1646500,Q131371,,,,
Q1634796,Q572134,,,,
Q1657660,Q159893,,,,
Q1657660,Q169637,,,,
Q1684380,Q128109,,,,
Q1748215,Q164177,,,,
Q1748188,Q170649,,,,
Q1749275,Q138089,,,,
Q1749275,Q976396,,,,
Q1845944,Q161337,,,,
Q1886445,Q132880,,,,
Q1886445,Q159729,,,,
Q1886445,Q159893,,,,
Q1886445,Q162990,,,,
Q1886445,Q164177,,,,
Q1886445,Q166105,,,,
Q1886445,Q169138,,,,
Q1886445,Q170558,,,,
Q1886445,Q170649,,,,
Q2011732,Q170329,1999,2001,,
Q2035627,Q132893,,,,
Q2035627,Q170558,,,,
Q2082646,Q159893,,,,
Q2082646,Q162990,,,,
Q2082646,Q165529,,,,
Q2082646,Q166105,,,,
Q2084974,Q180950,,,,
Q2082646,Q976396,,,,
Q2267320,Q121783,,,,
Q2267320,Q131371,,,,
Q2287018,Q166105,,,,
Q2287018,Q167253,,,,
Q2287018,Q572134,,,,
Q2307611,Q132893,,,,
Q2307611,Q138089,,,,
Q2307611,Q159729,,,,
Q2307611,Q161337,,,,
Q2307611,Q161345,,,,
Q2307611,Q163480,,,,
Q2307611,Q166105,,,,
Q2307611,Q172339,,,,
Q2287018,Q976396,,,,
Q2320427,Q162990,,,,
Q2320427,Q167253,,,,
Q2321637,Q161345,,,,
Q2325739,Q131364,,,,
Q2325739,Q169165,,,,
Q2327311,Q132893,,,,
Q2327355,Q157376,,,,
Q2327355,Q159729,,,,
Q2327311,Q162954,,,,
Q2327311,Q167253,,,,
Q2327355,Q169637,,,,
Q2327892,Q170329,,,,
Q2327892,Q170558,,,,
Q2329774,Q138089,,,,
Q2330509,Q128109,,,,
Q2330509,Q138089,,,,
Q2330509,Q161337,,,,
Q2330509,Q161345,,,,
Q2331791,Q121783,,,,
Q2331672,Q128109,,,,
Q2330509,Q166105,,,,
Q2331672,Q131364,,,,
Q2331852,Q128109,,,,
Q2331791,Q131364,,,,
Q2331791,Q132893,,,,
Q2332259,Q131371,,,,
Q2332594,Q131364,,,,
Q2331791,Q162990,,,,
Q2331852,Q166105,,,,
Q2331791,Q169165,,,,
Q2332259,Q169661,,,,
Q2332594,Q159893,,,,
Q2332594,Q162954,,,,
Q2332594,Q169138,,,,
Q2332594,Q169661,,,,
Q2320427,Q572134,,,,
Q2327892,Q976396,,,,
Q2330509,Q976396,,,,
Q2011732,Q161345,1994,1995,,
Q2011732,Q131371,1998,1998,,
Q2011732,Q132880,1995,1998,,
Q2331753,Q128109,1986,1987,,
Q2331753,Q163480,1988,1989,,
Q2331753,Q138089,1980,1983,,
Q2015928,Q157376,2012,2012,,
Q2331753,Q976396,1987,1988,,
Q2331753,Q161345,,1994,,
Q2335416,Q128109,,,,
Q2335416,Q132880,,,,
Q2335416,Q159729,,,,
Q2336851,Q121783,,,,
Q2335416,Q169138,,,,
Q2335416,Q170329,,,,
Q2336851,Q138089,,,,
Q2337670,Q121783,,,,
Q2336851,Q167253,,,,
Q2336851,Q169165,,,,
Q2337906,Q159893,,,,
Q2337670,Q169637,,,,
Q2339308,Q157376,,,,
Q2339308,Q161345,,,,
Q2340575,Q131371,,,,
Q2340588,Q131364,,,,
Q2340575,Q162954,,,,
Q2340588,Q169165,,,,
Q2340561,Q170558,,,,
Q2340575,Q170649,,,,
Q2342717,Q138089,,,,
Q2343394,Q131364,,,,
